E_c,E_p
2.985,9.645
2.958,9.672
2.932,9.698
2.909,9.721
2.888,9.742
2.868,9.762
2.850,9.780
2.835,9.795
2.821,9.809
2.808,9.822
2.798,9.832
2.789,9.841
2.782,9.848
2.776,9.854
2.772,9.858
2.770,9.860
2.769,9.861
2.769,9.861
2.772,9.858
2.775,9.855
2.781,9.849
2.788,9.842
2.796,9.834
2.807,9.823
2.819,9.811
2.833,9.797
2.848,9.782
2.866,9.764
2.885,9.745
2.906,9.724
2.929,9.701
2.955,9.676
2.982,9.648
3.011,9.619
3.043,9.588
3.076,9.554
3.112,9.518
3.150,9.480
3.191,9.440
3.233,9.397
3.278,9.352
3.325,9.305
3.375,9.256
3.426,9.204
3.480,9.150
3.537,9.094
3.595,9.035
3.656,8.975
3.720,8.911
3.785,8.846
3.853,8.778
3.923,8.709
3.995,8.637
4.069,8.562
4.146,8.486
4.225,8.408
4.305,8.327
4.388,8.245
4.473,8.160
4.559,8.074
4.648,7.985
4.739,7.895
4.831,7.803
4.925,7.709
5.021,7.613
5.119,7.516
5.218,7.417
5.319,7.316
5.421,7.214
5.525,7.111
5.631,7.006
5.737,6.900
5.845,6.792
5.954,6.683
6.065,6.574
6.176,6.463
6.289,6.351
6.402,6.238
6.516,6.124
6.632,6.009
6.748,5.894
6.864,5.777
6.982,5.661
7.100,5.543
7.218,5.426
7.337,5.307
7.456,5.189
7.576,5.070
7.695,4.951
7.815,4.832
7.935,4.713
8.055,4.594
8.174,4.475
8.294,4.356
8.413,4.238
8.532,4.120
8.651,4.002
8.769,3.884
8.887,3.768
9.004,3.651
9.120,3.536
9.236,3.421
9.351,3.307
9.465,3.194
9.578,3.082
9.690,2.971
9.801,2.861
9.911,2.753
10.019,2.645
10.126,2.539
10.232,2.435
10.336,2.331
10.439,2.230
10.541,2.129
10.640,2.031
10.738,1.934
10.835,1.839
10.929,1.746
11.022,1.654
11.112,1.565
11.201,1.478
11.287,1.392
11.372,1.309
11.454,1.228
11.534,1.149
11.612,1.073
11.688,0.998
11.761,0.926
11.832,0.857
11.900,0.790
11.966,0.725
12.029,0.663
12.090,0.604
12.148,0.547
12.203,0.493
12.256,0.441
12.306,0.392
12.352,0.346
12.397,0.303
12.438,0.263
12.476,0.225
12.512,0.190
12.544,0.158
12.574,0.129
12.600,0.103
12.624,0.080
12.644,0.060
12.662,0.043
12.676,0.029
12.687,0.017
12.695,0.009
12.701,0.004
12.703,0.002
12.702,0.002
12.697,0.006
12.690,0.013
12.680,0.023
12.667,0.036
12.650,0.051
12.631,0.070
12.608,0.092
12.583,0.116
12.554,0.144
12.522,0.174
12.488,0.208
12.450,0.244
12.410,0.283
12.367,0.325
12.321,0.369
12.272,0.417
12.220,0.467
12.165,0.519
12.108,0.575
12.048,0.633
11.986,0.693
11.921,0.757
11.853,0.822
11.783,0.890
11.710,0.961
11.635,1.034
11.558,1.109
11.478,1.186
11.396,1.266
11.312,1.348
11.226,1.432
11.137,1.518
11.047,1.606
10.955,1.696
10.861,1.787
10.765,1.881
10.667,1.976
10.568,2.073
10.467,2.172
10.364,2.273
10.260,2.374
10.155,2.478
10.048,2.582
9.940,2.688
9.831,2.796
9.721,2.904
9.609,3.014
9.497,3.124
9.384,3.236
9.270,3.349
9.155,3.462
9.039,3.576
8.923,3.691
8.807,3.807
8.690,3.923
8.572,4.040
8.454,4.157
8.337,4.275
8.218,4.393
8.100,4.511
7.982,4.630
7.864,4.749
7.746,4.867
7.628,4.986
7.510,5.104
7.393,5.223
7.276,5.341
7.158,5.458
7.042,5.576
6.926,5.692
6.810,5.809
6.695,5.924
6.581,6.039
6.467,6.153
6.354,6.267
6.242,6.379
6.131,6.490
6.021,6.601
5.913,6.710
5.805,6.818
5.698,6.925
5.593,7.031
5.489,7.135
5.386,7.238
5.285,7.340
5.186,7.440
5.088,7.538
4.991,7.635
4.897,7.730
4.803,7.823
4.712,7.915
4.623,8.004
4.535,8.092
4.449,8.178
4.366,8.262
4.284,8.344
4.204,8.424
4.126,8.502
4.051,8.578
3.977,8.651
3.906,8.723
3.837,8.792
3.770,8.859
3.705,8.924
3.643,8.987
3.582,9.047
3.524,9.105
3.469,9.161
3.415,9.214
3.364,9.266
3.315,9.315
3.269,9.361
3.224,9.406
3.182,9.448
3.143,9.487
3.105,9.525
3.070,9.560
3.036,9.594
3.005,9.625
2.976,9.654
2.950,9.681
2.925,9.705
2.902,9.728
2.881,9.749
2.862,9.768
2.845,9.785
2.830,9.800
2.817,9.814
2.805,9.825
2.795,9.835
2.786,9.844
2.780,9.850
2.775,9.856
2.771,9.859
2.769,9.861
2.769,9.861
2.770,9.860
2.773,9.858
2.777,9.853
2.783,9.847
2.790,9.840
2.800,9.831
2.810,9.820
2.823,9.807
2.837,9.793
2.853,9.777
2.871,9.759
2.891,9.739
2.913,9.717
2.937,9.693
2.963,9.667
2.991,9.640
3.021,9.610
3.053,9.577
3.087,9.543
3.124,9.507
3.163,9.468
3.204,9.427
3.247,9.384
3.293,9.338
3.340,9.290
3.391,9.240
3.443,9.188
3.498,9.133
3.555,9.076
3.614,9.017
3.676,8.955
3.740,8.891
3.806,8.825
3.875,8.757
3.945,8.687
4.018,8.614
4.093,8.539
4.170,8.462
4.250,8.383
4.331,8.302
4.414,8.219
4.500,8.133
4.587,8.046
4.676,7.957
4.767,7.866
4.860,7.774
4.955,7.679
5.052,7.583
5.150,7.485
5.250,7.386
5.351,7.285
5.454,7.182
5.558,7.078
5.664,6.973
5.771,6.866
5.879,6.758
5.989,6.649
6.100,6.539
6.211,6.428
6.324,6.315
6.438,6.202
6.553,6.088
6.668,5.973
6.784,5.857
6.901,5.741
7.019,5.624
7.137,5.507
7.255,5.389
7.374,5.271
7.494,5.152
7.613,5.033
7.733,4.914
7.853,4.795
7.972,4.676
8.092,4.557
8.212,4.438
8.331,4.319
8.451,4.201
8.570,4.083
8.688,3.965
8.806,3.848
8.924,3.731
9.041,3.615
9.157,3.500
9.272,3.386
9.387,3.272
9.501,3.159
9.613,3.048
9.725,2.937
9.835,2.827
9.945,2.719
10.053,2.612
10.160,2.506
10.265,2.402
10.369,2.299
10.471,2.198
10.572,2.098
10.671,2.000
10.769,1.904
10.864,1.810
10.958,1.717
11.050,1.626
11.140,1.538
11.228,1.451
11.314,1.366
11.398,1.283
11.480,1.203
11.559,1.125
11.637,1.049
11.711,0.975
11.784,0.904
11.854,0.836
11.921,0.769
11.986,0.705
12.049,0.644
12.109,0.586
12.166,0.530
12.220,0.476
12.272,0.426
12.321,0.378
12.367,0.332
12.410,0.290
12.450,0.250
12.488,0.214
12.522,0.180
12.554,0.149
12.583,0.121
12.608,0.096
12.631,0.074
12.650,0.054
12.667,0.038
12.680,0.025
12.690,0.014
12.698,0.007
12.702,0.003
12.703,0.002
12.701,0.003
12.696,0.008
12.688,0.016
12.676,0.026
12.662,0.040
12.645,0.057
12.624,0.076
12.601,0.099
12.574,0.125
12.545,0.153
12.512,0.184
12.477,0.219
12.438,0.256
12.397,0.296
12.353,0.338
12.306,0.384
12.256,0.432
12.203,0.483
12.148,0.536
12.090,0.593
12.029,0.652
11.966,0.713
11.900,0.777
11.831,0.843
11.760,0.912
11.687,0.983
11.611,1.057
11.533,1.133
11.453,1.211
11.370,1.291
11.285,1.374
11.198,1.458
11.110,1.545
11.019,1.634
10.926,1.724
10.831,1.817
10.735,1.911
10.636,2.007
10.536,2.104
10.435,2.203
10.332,2.304
10.228,2.407
10.122,2.510
10.015,2.615
9.906,2.722
9.797,2.830
9.686,2.938
9.574,3.048
9.462,3.159
9.348,3.271
9.234,3.384
9.119,3.498
9.003,3.612
8.887,3.728
8.770,3.844
8.653,3.960
8.535,4.077
8.418,4.194
8.300,4.312
8.182,4.430
8.063,4.549
7.945,4.667
7.827,4.786
7.709,4.905
7.591,5.023
7.474,5.142
7.356,5.260
7.239,5.378
7.122,5.495
7.005,5.612
6.889,5.729
6.774,5.845
6.659,5.960
6.545,6.075
6.432,6.189
6.319,6.302
6.208,6.414
6.097,6.525
5.987,6.635
5.879,6.744
5.771,6.852
5.665,6.959
5.560,7.064
5.457,7.168
5.355,7.270
5.254,7.371
5.155,7.471
5.057,7.569
4.961,7.665
4.867,7.759
4.775,7.852
4.684,7.943
4.595,8.032
4.508,8.120
4.423,8.205
4.340,8.288
4.259,8.370
4.179,8.449
4.102,8.526
4.027,8.601
3.955,8.674
3.884,8.745
3.816,8.814
3.749,8.880
3.685,8.944
3.623,9.006
3.564,9.066
3.507,9.123
3.452,9.178
3.399,9.231
3.349,9.281
3.300,9.330
3.255,9.376
3.211,9.419
3.170,9.461
3.131,9.500
3.094,9.537
3.059,9.571
3.027,9.604
2.996,9.634
2.968,9.662
2.942,9.689
2.917,9.713
2.895,9.735
2.875,9.755
2.857,9.774
2.840,9.790
2.826,9.805
2.813,9.818
2.802,9.829
2.792,9.838
2.784,9.846
2.778,9.852
2.773,9.857
2.770,9.860
2.769,9.862
2.769,9.861
2.771,9.860
2.774,9.857
2.779,9.852
2.785,9.845
2.793,9.837
2.803,9.828
2.814,9.816
2.827,9.803
2.842,9.788
2.859,9.772
2.877,9.753
2.898,9.732
2.920,9.710
2.945,9.686
2.971,9.659
3.000,9.631
3.031,9.600
3.063,9.567
3.099,9.532
3.136,9.495
3.175,9.455
3.217,9.414
3.261,9.370
3.307,9.324
3.356,9.275
3.407,9.224
3.460,9.171
3.515,9.116
3.573,9.058
3.633,8.998
3.696,8.936
3.760,8.871
3.827,8.804
3.897,8.735
3.968,8.664
4.041,8.591
4.117,8.515
4.195,8.438
4.275,8.358
4.357,8.276
4.441,8.192
4.527,8.106
4.615,8.019
4.705,7.929
4.796,7.838
4.890,7.744
4.985,7.649
5.082,7.553
5.181,7.454
5.281,7.354
5.383,7.253
5.486,7.150
5.591,7.046
5.697,6.940
5.805,6.833
5.914,6.724
6.023,6.615
6.135,6.504
6.247,6.393
6.360,6.280
6.474,6.167
6.589,6.052
6.704,5.937
6.821,5.821
6.938,5.705
7.056,5.587
7.174,5.470
7.293,5.352
7.412,5.233
7.531,5.115
7.651,4.996
7.770,4.877
7.890,4.758
8.010,4.639
8.130,4.520
8.250,4.401
8.369,4.282
8.488,4.164
8.607,4.046
8.725,3.928
8.843,3.811
8.961,3.695
9.077,3.579
9.193,3.464
9.308,3.350
9.423,3.237
9.536,3.124
9.648,3.013
9.760,2.902
9.870,2.793
9.979,2.685
10.087,2.579
10.193,2.474
10.298,2.370
10.401,2.267
10.503,2.167
10.604,2.068
10.702,1.970
10.799,1.874
10.894,1.780
10.988,1.688
11.079,1.598
11.168,1.510
11.256,1.424
11.341,1.340
11.424,1.258
11.505,1.178
11.584,1.101
11.660,1.026
11.734,0.953
11.806,0.883
11.875,0.815
11.942,0.749
12.006,0.686
12.068,0.626
12.127,0.568
12.183,0.513
12.237,0.460
12.288,0.410
12.336,0.363
12.381,0.319
12.423,0.277
12.463,0.239
12.499,0.203
12.533,0.170
12.563,0.140
12.591,0.113
12.616,0.088
12.637,0.067
12.656,0.049
12.671,0.034
12.684,0.021
12.693,0.012
12.699,0.005
12.703,0.002
12.703,0.002
12.700,0.004
12.694,0.010
12.685,0.019
12.672,0.030
12.657,0.045
12.639,0.063
12.617,0.083
12.593,0.107
12.565,0.133
12.535,0.163
12.501,0.195
12.465,0.230
12.426,0.268
12.384,0.309
12.338,0.352
12.291,0.399
12.240,0.448
12.186,0.499
12.130,0.554
12.071,0.611
12.010,0.671
11.945,0.733
11.879,0.797
11.809,0.865
11.738,0.934
11.664,1.006
11.587,1.081
11.508,1.157
11.427,1.236
11.344,1.317
11.258,1.400
11.171,1.485
11.081,1.573
10.990,1.662
10.896,1.753
10.801,1.846
10.704,1.941
10.605,2.037
10.505,2.135
10.403,2.235
10.300,2.336
10.195,2.439
10.088,2.543
9.981,2.649
9.872,2.756
9.762,2.864
9.651,2.973
9.539,3.083
9.426,3.194
9.312,3.307
9.198,3.420
9.083,3.534
8.967,3.649
8.850,3.764
8.733,3.880
8.616,3.997
8.499,4.114
8.381,4.231
8.263,4.349
8.145,4.467
8.026,4.586
7.908,4.704
7.790,4.823
7.672,4.942
7.555,5.060
7.437,5.179
7.319,5.297
7.202,5.415
7.085,5.532
6.969,5.649
6.853,5.766
6.738,5.881
6.623,5.997
6.509,6.111
6.396,6.225
6.284,6.337
6.173,6.449
6.062,6.560
5.953,6.670
5.845,6.778
5.738,6.886
5.632,6.992
5.528,7.097
5.425,7.200
5.323,7.302
5.223,7.403
5.124,7.502
5.027,7.599
4.932,7.695
4.838,7.789
4.746,7.881
4.656,7.971
4.568,8.060
4.481,8.147
4.397,8.231
4.314,8.314
4.234,8.395
4.155,8.474
4.079,8.550
4.004,8.625
3.932,8.697
3.862,8.767
3.795,8.835
3.729,8.901
3.666,8.964
3.605,9.025
3.546,9.084
3.489,9.141
3.435,9.195
3.383,9.247
3.333,9.297
3.286,9.344
3.241,9.390
3.198,9.433
3.157,9.473
3.119,9.512
3.083,9.548
3.049,9.582
3.017,9.614
2.987,9.643
2.959,9.671
2.934,9.697
2.910,9.720
2.889,9.742
2.869,9.761
2.851,9.779
2.835,9.795
2.821,9.809
2.809,9.822
2.798,9.832
2.789,9.841
2.782,9.848
2.776,9.854
2.772,9.858
2.770,9.861
2.769,9.862
2.769,9.861
2.771,9.859
2.775,9.855
2.780,9.850
2.787,9.843
2.796,9.835
2.806,9.824
2.818,9.813
2.832,9.799
2.847,9.783
2.865,9.766
2.884,9.747
2.905,9.726
2.928,9.703
2.953,9.678
2.980,9.651
3.009,9.621
3.041,9.590
3.074,9.557
3.110,9.521
3.148,9.483
3.188,9.443
3.231,9.400
3.275,9.356
3.322,9.309
3.372,9.260
3.423,9.208
3.477,9.154
3.533,9.098
3.592,9.040
3.653,8.979
3.716,8.916
3.781,8.851
3.849,8.783
3.919,8.713
3.991,8.641
4.065,8.567
4.141,8.491
4.220,8.413
4.300,8.333
4.383,8.250
4.468,8.166
4.554,8.079
4.643,7.991
4.733,7.901
4.826,7.809
4.920,7.715
5.016,7.619
5.113,7.522
5.212,7.423
5.313,7.323
5.415,7.221
5.519,7.117
5.624,7.013
5.731,6.906
5.839,6.799
5.948,6.690
6.058,6.580
6.170,6.470
6.282,6.358
6.396,6.245
6.510,6.131
6.625,6.016
6.741,5.901
6.858,5.785
6.975,5.668
7.093,5.551
7.211,5.433
7.330,5.315
7.449,5.196
7.569,5.078
7.688,4.959
7.808,4.840
7.928,4.720
8.048,4.601
8.168,4.482
8.287,4.364
8.407,4.245
8.526,4.127
8.644,4.009
8.763,3.892
8.880,3.775
8.997,3.659
9.114,3.543
9.230,3.428
9.345,3.314
9.459,3.201
9.572,3.089
9.684,2.978
9.795,2.868
9.904,2.759
10.013,2.652
10.120,2.546
10.226,2.441
10.331,2.338
10.434,2.236
10.535,2.135
10.635,2.037
10.733,1.940
10.829,1.845
10.924,1.751
11.017,1.660
11.107,1.570
11.196,1.483
11.283,1.397
11.367,1.314
11.450,1.233
11.530,1.154
11.608,1.077
11.684,1.003
11.757,0.931
11.828,0.861
11.897,0.794
11.963,0.729
12.026,0.667
12.087,0.607
12.145,0.550
12.201,0.496
12.253,0.444
12.303,0.395
12.350,0.349
12.395,0.305
12.436,0.265
12.475,0.227
12.510,0.192
12.543,0.160
12.573,0.131
12.599,0.105
12.623,0.081
12.644,0.061
12.661,0.044
12.676,0.029
12.687,0.018
12.696,0.010
12.701,0.004
12.703,0.002
12.702,0.002
12.698,0.006
12.691,0.013
12.681,0.022
12.668,0.035
12.652,0.050
12.632,0.069
12.610,0.090
12.585,0.115
12.556,0.142
12.525,0.172
12.491,0.205
12.453,0.241
12.413,0.280
12.370,0.322
12.324,0.366
12.275,0.414
12.224,0.464
12.169,0.516
12.112,0.571
12.052,0.629
11.990,0.690
11.925,0.753
11.857,0.818
11.787,0.886
11.715,0.957
11.640,1.029
11.563,1.104
11.483,1.182
11.401,1.261
11.317,1.343
11.231,1.427
11.143,1.513
11.053,1.600
10.961,1.690
10.867,1.782
10.771,1.875
10.673,1.971
10.574,2.068
10.473,2.166
10.371,2.267
10.267,2.368
10.162,2.472
10.055,2.576
9.947,2.682
9.838,2.789
9.727,2.898
9.616,3.007
9.504,3.118
9.391,3.230
9.277,3.342
9.162,3.456
9.046,3.570
8.930,3.685
8.814,3.800
8.697,3.917
8.579,4.033
8.462,4.151
8.344,4.268
8.226,4.386
8.108,4.505
7.989,4.623
7.871,4.742
7.753,4.860
7.636,4.979
7.518,5.098
7.400,5.216
7.283,5.334
7.166,5.452
7.049,5.569
6.933,5.686
6.817,5.802
6.702,5.918
6.588,6.033
6.474,6.147
6.361,6.260
6.249,6.373
6.138,6.484
6.028,6.595
5.919,6.704
5.811,6.812
5.705,6.919
5.599,7.025
5.495,7.129
5.393,7.233
5.291,7.334
5.192,7.434
5.094,7.533
4.997,7.629
4.902,7.725
4.809,7.818
4.718,7.910
4.628,8.000
4.540,8.088
4.454,8.174
4.371,8.258
4.289,8.340
4.209,8.420
4.131,8.498
4.055,8.574
3.982,8.648
3.910,8.719
3.841,8.789
3.774,8.856
3.709,8.921
3.646,8.984
3.586,9.044
3.528,9.102
3.472,9.158
3.418,9.212
3.367,9.263
3.318,9.312
3.271,9.359
3.227,9.403
3.185,9.446
3.145,9.486
3.107,9.523
3.072,9.559
3.038,9.592
3.007,9.623
2.978,9.652
2.951,9.679
2.926,9.704
2.903,9.727
2.882,9.748
2.863,9.767
2.846,9.784
2.831,9.800
2.817,9.813
2.805,9.825
2.795,9.835
2.787,9.844
2.780,9.851
2.775,9.856
2.771,9.859
2.769,9.861
2.769,9.862
2.770,9.861
2.772,9.858
2.777,9.854
2.782,9.848
2.790,9.841
2.799,9.832
2.810,9.821
2.822,9.809
2.836,9.794
2.852,9.778
2.870,9.760
2.890,9.741
2.912,9.719
2.936,9.695
2.961,9.670
2.989,9.642
3.019,9.612
3.051,9.580
3.085,9.546
3.122,9.509
3.160,9.471
3.201,9.430
3.244,9.387
3.290,9.341
3.338,9.294
3.388,9.244
3.440,9.191
3.495,9.137
3.552,9.080
3.611,9.021
3.672,8.959
3.736,8.896
3.802,8.830
3.871,8.762
3.941,8.691
4.014,8.619
4.089,8.544
4.166,8.467
4.245,8.388
4.326,8.307
4.409,8.224
4.495,8.139
4.582,8.052
4.671,7.963
4.762,7.872
4.855,7.780
4.950,7.685
5.046,7.589
5.144,7.491
5.244,7.392
5.345,7.291
5.448,7.189
5.552,7.085
5.658,6.980
5.765,6.873
5.873,6.765
5.982,6.656
6.093,6.546
6.205,6.435
6.318,6.322
6.431,6.209
6.546,6.095
6.661,5.980
6.778,5.865
6.894,5.748
7.012,5.631
7.130,5.514
7.249,5.396
7.367,5.278
7.487,5.159
7.606,5.040
7.726,4.921
7.846,4.802
7.966,4.683
8.085,4.564
8.205,4.445
8.325,4.326
8.444,4.208
8.563,4.090
8.682,3.972
8.800,3.855
8.917,3.738
9.034,3.622
9.150,3.507
9.266,3.392
9.380,3.279
9.494,3.166
9.607,3.054
9.719,2.944
9.829,2.834
9.939,2.726
10.047,2.618
10.154,2.513
10.259,2.408
10.363,2.305
10.466,2.204
10.567,2.104
10.666,2.006
10.763,1.910
10.859,1.815
10.953,1.723
11.045,1.632
11.135,1.543
11.224,1.456
11.310,1.371
11.394,1.288
11.476,1.208
11.555,1.130
11.632,1.054
11.707,0.980
11.780,0.908
11.850,0.840
11.918,0.773
11.983,0.709
12.046,0.648
12.106,0.589
12.163,0.533
12.217,0.479
12.269,0.428
12.318,0.380
12.365,0.335
12.408,0.292
12.449,0.253
12.486,0.216
12.521,0.182
12.553,0.151
12.581,0.122
12.607,0.097
12.630,0.075
12.650,0.055
12.666,0.039
12.680,0.025
12.690,0.015
12.698,0.008
12.702,0.003
12.703,0.002
12.702,0.003
12.697,0.008
12.689,0.015
12.678,0.026
12.663,0.039
12.646,0.056
12.626,0.075
12.603,0.098
12.576,0.123
12.547,0.151
12.515,0.182
12.479,0.216
12.441,0.253
12.400,0.293
12.356,0.336
12.309,0.381
12.259,0.429
12.207,0.480
12.152,0.533
12.094,0.589
12.033,0.648
11.970,0.709
11.904,0.773
11.836,0.839
11.765,0.908
11.692,0.979
11.616,1.053
11.538,1.128
11.458,1.206
11.375,1.287
11.291,1.369
11.204,1.453
11.115,1.540
11.024,1.628
10.932,1.719
10.837,1.811
10.741,1.905
10.642,2.001
10.543,2.099
10.441,2.198
10.338,2.298
10.234,2.401
10.128,2.504
10.021,2.609
9.913,2.716
9.803,2.823
9.693,2.932
9.581,3.042
9.468,3.153
9.355,3.265
9.241,3.378
9.126,3.491
9.010,3.606
8.894,3.721
8.777,3.837
8.660,3.953
8.543,4.070
8.425,4.188
8.307,4.305
8.189,4.424
8.071,4.542
7.952,4.660
7.834,4.779
7.716,4.898
7.599,5.016
7.481,5.135
7.363,5.253
7.246,5.371
7.129,5.489
7.012,5.606
6.896,5.722
6.781,5.838
6.666,5.954
6.552,6.069
6.438,6.183
6.326,6.296
6.214,6.408
6.103,6.519
5.994,6.629
5.885,6.738
5.778,6.846
5.671,6.953
5.567,7.058
5.463,7.162
5.361,7.265
5.260,7.366
5.161,7.465
5.063,7.563
4.967,7.660
4.873,7.754
4.780,7.847
4.689,7.938
4.600,8.027
4.513,8.115
4.428,8.200
4.345,8.284
4.263,8.365
4.184,8.445
4.107,8.522
4.032,8.597
3.959,8.670
3.888,8.741
3.819,8.810
3.753,8.877
3.689,8.941
3.627,9.003
3.567,9.063
3.510,9.120
3.455,9.175
3.402,9.228
3.351,9.279
3.303,9.327
3.257,9.373
3.213,9.417
3.172,9.458
3.133,9.498
3.096,9.535
3.061,9.570
3.028,9.602
2.998,9.633
2.969,9.661
2.943,9.688
2.919,9.712
2.897,9.734
2.876,9.755
2.858,9.773
2.841,9.790
2.826,9.804
2.813,9.817
2.802,9.829
2.793,9.838
2.785,9.846
2.778,9.852
2.774,9.857
2.770,9.860
2.769,9.862
2.769,9.862
2.770,9.860
2.774,9.857
2.778,9.852
2.785,9.846
2.793,9.838
2.802,9.829
2.813,9.817
2.826,9.804
2.841,9.790
2.858,9.773
2.876,9.754
2.897,9.734
2.919,9.712
2.943,9.687
2.970,9.661
2.998,9.633
3.029,9.602
3.062,9.569
3.096,9.535
3.134,9.497
3.173,9.458
3.214,9.417
3.258,9.373
3.305,9.327
3.353,9.278
3.404,9.228
3.457,9.175
3.512,9.119
3.570,9.062
3.630,9.002
3.692,8.940
3.757,8.875
3.823,8.809
3.892,8.740
3.964,8.669
4.037,8.595
4.113,8.520
4.190,8.442
4.270,8.363
4.352,8.281
4.436,8.197
4.522,8.112
4.610,8.024
4.700,7.935
4.791,7.843
4.885,7.750
4.980,7.655
5.077,7.559
5.175,7.460
5.275,7.360
5.377,7.259
5.480,7.156
5.585,7.052
5.691,6.946
5.799,6.839
5.907,6.731
6.017,6.622
6.128,6.511
6.240,6.399
6.353,6.287
6.467,6.173
6.582,6.059
6.698,5.944
6.814,5.828
6.931,5.712
7.049,5.595
7.167,5.477
7.286,5.359
7.405,5.241
7.524,5.122
7.644,5.003
7.764,4.884
7.883,4.765
8.003,4.646
8.123,4.527
8.243,4.408
8.362,4.289
8.481,4.171
8.600,4.053
8.719,3.935
8.837,3.818
8.954,3.702
9.071,3.586
9.187,3.471
9.302,3.357
9.416,3.243
9.530,3.131
9.642,3.019
9.754,2.909
9.864,2.800
9.973,2.692
10.081,2.585
10.187,2.480
10.292,2.376
10.396,2.273
10.498,2.173
10.598,2.073
10.697,1.976
10.794,1.880
10.889,1.786
10.982,1.694
11.074,1.604
11.163,1.515
11.251,1.429
11.336,1.345
11.420,1.263
11.501,1.183
11.580,1.105
11.656,1.030
11.731,0.957
11.802,0.887
11.872,0.818
11.939,0.753
12.003,0.690
12.065,0.629
12.124,0.571
12.180,0.516
12.234,0.463
12.285,0.413
12.333,0.366
12.379,0.321
12.421,0.280
12.461,0.241
12.497,0.205
12.531,0.172
12.562,0.141
12.590,0.114
12.615,0.090
12.636,0.068
12.655,0.050
12.671,0.034
12.684,0.022
12.693,0.012
12.700,0.006
12.703,0.002
12.703,0.002
12.700,0.004
12.694,0.010
12.686,0.018
12.673,0.030
12.658,0.044
12.640,0.062
12.619,0.082
12.595,0.105
12.567,0.132
12.537,0.161
12.504,0.193
12.468,0.228
12.428,0.266
12.386,0.306
12.341,0.350
12.294,0.396
12.243,0.445
12.190,0.496
12.134,0.551
12.075,0.608
12.014,0.667
11.950,0.729
11.883,0.794
11.814,0.861
11.742,0.930
11.668,1.002
11.592,1.076
11.513,1.153
11.432,1.231
11.349,1.312
11.264,1.395
11.176,1.480
11.087,1.568
10.995,1.657
10.902,1.748
10.807,1.840
10.710,1.935
10.611,2.031
10.511,2.130
10.409,2.229
10.306,2.330
10.201,2.433
10.095,2.537
9.987,2.643
9.879,2.749
9.769,2.857
9.658,2.967
9.546,3.077
9.433,3.188
9.319,3.300
9.205,3.413
9.090,3.527
8.974,3.642
8.857,3.757
8.740,3.873
8.623,3.990
8.506,4.107
8.388,4.225
8.270,4.343
8.152,4.461
8.033,4.579
7.915,4.698
7.797,4.816
7.679,4.935
7.562,5.054
7.444,5.172
7.326,5.290
7.209,5.408
7.092,5.525
6.976,5.642
6.860,5.759
6.745,5.875
6.630,5.990
6.516,6.105
6.403,6.218
6.291,6.331
6.179,6.443
6.069,6.554
5.960,6.664
5.851,6.772
5.744,6.880
5.638,6.986
5.534,7.091
5.431,7.194
5.329,7.297
5.229,7.397
5.130,7.496
5.033,7.594
4.937,7.689
4.844,7.784
4.751,7.876
4.661,7.966
4.573,8.055
4.486,8.142
4.402,8.227
4.319,8.310
4.238,8.390
4.160,8.469
4.083,8.546
4.009,8.621
3.936,8.693
3.866,8.763
3.798,8.831
3.733,8.897
3.669,8.961
3.608,9.022
3.549,9.081
3.492,9.138
3.438,9.192
3.386,9.244
3.336,9.294
3.288,9.342
3.243,9.387
3.200,9.430
3.159,9.471
3.121,9.510
3.085,9.546
3.051,9.580
3.019,9.612
2.989,9.642
2.961,9.670
2.935,9.695
2.912,9.719
2.890,9.741
2.870,9.761
2.852,9.778
2.836,9.794
2.822,9.809
2.810,9.821
2.799,9.832
2.790,9.841
2.782,9.848
2.777,9.854
2.772,9.858
2.770,9.861
2.769,9.862
2.769,9.862
2.771,9.860
2.775,9.856
2.780,9.851
2.787,9.844
2.795,9.835
2.806,9.825
2.817,9.814
2.831,9.800
2.846,9.785
2.863,9.767
2.883,9.748
2.904,9.727
2.926,9.704
2.951,9.679
2.978,9.652
3.008,9.623
3.039,9.592
3.072,9.559
3.108,9.523
3.146,9.485
3.186,9.445
3.228,9.403
3.273,9.359
3.320,9.312
3.369,9.263
3.420,9.211
3.474,9.158
3.530,9.102
3.588,9.043
3.649,8.983
3.712,8.920
3.777,8.855
3.845,8.787
3.915,8.718
3.987,8.646
4.061,8.572
4.137,8.496
4.215,8.418
4.296,8.337
4.378,8.255
4.463,8.171
4.549,8.084
4.638,7.996
4.728,7.906
4.820,7.814
4.914,7.721
5.010,7.625
5.107,7.528
5.207,7.429
5.307,7.329
5.410,7.227
5.513,7.124
5.618,7.019
5.725,6.913
5.833,6.805
5.942,6.697
6.052,6.587
6.163,6.476
6.276,6.364
6.389,6.251
6.503,6.138
6.618,6.023
6.734,5.908
6.851,5.792
6.968,5.675
7.086,5.558
7.204,5.440
7.323,5.322
7.442,5.203
7.562,5.085
7.681,4.966
7.801,4.847
7.921,4.728
8.041,4.608
8.161,4.489
8.280,4.371
8.400,4.252
8.519,4.134
8.638,4.016
8.756,3.898
8.874,3.782
8.991,3.665
9.107,3.550
9.223,3.435
9.338,3.321
9.452,3.208
9.565,3.096
9.677,2.985
9.788,2.875
9.898,2.766
10.007,2.658
10.114,2.552
10.220,2.447
10.325,2.344
10.428,2.242
