Symplectic Euler,,
E_c,E_p,E_m
12.385,25.175,37.560
11.636,25.938,37.574
10.915,26.673,37.588
10.224,27.379,37.603
9.565,28.054,37.619
8.939,28.697,37.636
8.347,29.306,37.653
7.791,29.880,37.671
7.271,30.418,37.689
6.788,30.920,37.708
6.342,31.384,37.726
5.934,31.811,37.745
5.564,32.200,37.764
5.231,32.551,37.783
4.935,32.866,37.801
4.675,33.144,37.819
4.449,33.386,37.836
4.258,33.595,37.853
4.099,33.770,37.869
3.971,33.913,37.884
3.874,34.025,37.899
3.805,34.108,37.913
3.764,34.163,37.927
3.750,34.190,37.940
3.764,34.190,37.954
3.804,34.163,37.968
3.873,34.109,37.982
3.971,34.025,37.996
4.099,33.913,38.012
4.257,33.770,38.027
4.449,33.595,38.044
4.674,33.387,38.061
4.934,33.145,38.079
5.230,32.867,38.097
5.563,32.552,38.115
5.933,32.201,38.134
6.341,31.812,38.153
6.786,31.385,38.172
7.269,30.921,38.191
7.789,30.420,38.209
8.345,29.882,38.227
8.937,29.308,38.245
9.563,28.699,38.262
10.222,28.056,38.278
10.913,27.381,38.294
11.634,26.675,38.309
12.383,25.940,38.323
13.158,25.178,38.335
13.957,24.390,38.347
14.779,23.579,38.358
15.620,22.748,38.368
16.478,21.898,38.376
17.352,21.031,38.383
18.238,20.151,38.389
19.133,19.260,38.394
20.036,18.361,38.397
20.943,17.455,38.399
21.853,16.547,38.399
22.761,15.638,38.399
23.665,14.731,38.396
24.563,13.830,38.393
25.451,12.936,38.388
26.328,12.053,38.382
27.190,11.183,38.374
28.035,10.330,38.365
28.860,9.494,38.355
29.663,8.680,38.343
30.441,7.890,38.330
31.191,7.125,38.316
31.912,6.389,38.301
32.601,5.684,38.285
33.256,5.012,38.268
33.875,4.374,38.250
34.456,3.774,38.230
34.998,3.213,38.210
35.498,2.692,38.189
35.955,2.213,38.168
36.367,1.778,38.145
36.734,1.388,38.122
37.054,1.045,38.099
37.326,0.749,38.075
37.550,0.501,38.050
37.724,0.302,38.026
37.848,0.153,38.001
37.922,0.054,37.975
37.945,0.005,37.950
37.917,0.007,37.925
37.839,0.060,37.900
37.711,0.163,37.874
37.533,0.316,37.850
37.306,0.519,37.825
37.030,0.771,37.801
36.706,1.071,37.777
36.335,1.419,37.754
35.919,1.812,37.731
35.458,2.251,37.709
34.955,2.733,37.688
34.410,3.257,37.667
33.826,3.822,37.648
33.204,4.425,37.629
32.546,5.066,37.611
31.854,5.741,37.595
31.131,6.449,37.579
30.378,7.187,37.565
29.598,7.954,37.552
28.793,8.746,37.540
27.967,9.562,37.529
27.120,10.399,37.519
26.257,11.254,37.511
25.379,12.125,37.504
24.489,13.009,37.499
23.591,13.904,37.495
22.686,14.806,37.492
21.778,15.712,37.490
20.869,16.621,37.490
19.962,17.530,37.492
19.060,18.435,37.494
18.165,19.334,37.498
17.280,20.224,37.504
16.407,21.103,37.510
15.550,21.968,37.518
14.710,22.817,37.527
13.891,23.647,37.538
13.093,24.456,37.549
12.320,25.241,37.561
11.573,26.001,37.575
10.855,26.734,37.589
10.167,27.438,37.604
9.510,28.110,37.620
8.887,28.750,37.637
8.298,29.356,37.655
7.745,29.927,37.672
7.228,30.462,37.691
6.748,30.961,37.709
6.306,31.422,37.728
5.901,31.845,37.747
5.534,32.231,37.766
5.205,32.579,37.784
4.911,32.891,37.802
4.654,33.166,37.820
4.432,33.405,37.837
4.243,33.611,37.854
4.087,33.783,37.870
3.962,33.923,37.885
3.867,34.033,37.900
3.800,34.114,37.914
3.761,34.167,37.928
3.750,34.191,37.942
3.766,34.189,37.955
3.809,34.160,37.969
3.880,34.103,37.983
3.981,34.017,37.998
4.111,33.902,38.013
4.272,33.756,38.029
4.467,33.579,38.045
4.695,33.368,38.063
4.958,33.122,38.080
5.257,32.841,38.098
5.593,32.524,38.117
5.966,32.169,38.136
6.377,31.777,38.155
6.826,31.348,38.174
7.312,30.880,38.192
7.835,30.376,38.211
8.394,29.834,38.229
8.989,29.257,38.246
9.618,28.645,38.263
10.280,28.000,38.280
10.973,27.322,38.295
11.696,26.614,38.310
12.447,25.876,38.324
13.225,25.112,38.337
14.026,24.322,38.348
14.849,23.510,38.359
15.692,22.676,38.368
16.552,21.825,38.377
17.427,20.957,38.384
18.313,20.076,38.390
19.210,19.184,38.394
20.113,18.284,38.397
21.021,17.378,38.399
21.930,16.470,38.399
22.838,15.561,38.398
23.741,14.655,38.396
24.639,13.754,38.392
25.526,12.861,38.387
26.402,11.979,38.381
27.263,11.110,38.373
28.106,10.258,38.364
28.929,9.424,38.354
29.730,8.612,38.342
30.506,7.824,38.329
31.254,7.062,38.315
31.972,6.328,38.300
32.658,5.626,38.284
33.310,4.956,38.266
33.926,4.322,38.248
34.504,3.725,38.229
35.042,3.167,38.209
35.538,2.649,38.188
35.991,2.174,38.166
36.400,1.743,38.143
36.763,1.357,38.120
37.079,1.018,38.097
37.347,0.726,38.073
37.566,0.482,38.048
37.736,0.287,38.023
37.856,0.142,37.998
37.925,0.048,37.973
37.944,0.004,37.948
37.913,0.010,37.923
37.830,0.067,37.897
37.698,0.174,37.872
37.516,0.332,37.847
37.284,0.539,37.823
37.004,0.795,37.799
36.676,1.099,37.775
36.301,1.450,37.752
35.881,1.848,37.729
35.417,2.290,37.707
34.910,2.776,37.686
34.362,3.304,37.666
33.774,3.872,37.646
33.149,4.478,37.628
32.488,5.122,37.610
31.794,5.800,37.593
31.068,6.510,37.578
30.313,7.251,37.564
29.531,8.020,37.551
28.724,8.815,37.539
27.895,9.632,37.528
27.048,10.471,37.519
26.183,11.328,37.510
25.304,12.200,37.504
24.413,13.085,37.498
23.514,13.980,37.494
22.609,14.882,37.492
21.701,15.790,37.490
20.792,16.699,37.490
19.885,17.607,37.492
18.983,18.511,37.495
18.089,19.410,37.499
17.205,20.299,37.504
16.334,21.177,37.511
15.478,22.041,37.519
14.640,22.888,37.528
13.822,23.716,37.538
13.027,24.523,37.550
12.256,25.307,37.562
11.511,26.065,37.576
10.795,26.795,37.590
10.110,27.496,37.606
9.456,28.166,37.622
8.836,28.803,37.639
8.250,29.406,37.656
7.700,29.974,37.674
7.186,30.506,37.692
6.709,31.001,37.711
6.270,31.459,37.730
5.869,31.880,37.748
5.505,32.262,37.767
5.178,32.607,37.786
4.888,32.916,37.804
4.634,33.188,37.822
4.415,33.424,37.839
4.229,33.627,37.855
4.075,33.796,37.871
3.953,33.934,37.886
3.860,34.041,37.901
3.796,34.120,37.915
3.759,34.170,37.929
3.750,34.192,37.943
3.769,34.188,37.956
3.814,34.156,37.970
3.888,34.096,37.984
3.991,34.008,37.999
4.123,33.891,38.014
4.288,33.743,38.030
4.485,33.562,38.047
4.716,33.348,38.064
4.982,33.100,38.082
5.284,32.816,38.100
5.623,32.495,38.119
6.000,32.137,38.137
6.414,31.742,38.156
6.866,31.309,38.175
7.355,30.839,38.194
7.881,30.331,38.212
8.443,29.787,38.230
9.041,29.207,38.248
9.673,28.592,38.265
10.337,27.944,38.281
11.033,27.263,38.296
11.759,26.552,38.311
12.512,25.812,38.325
13.292,25.046,38.338
14.095,24.254,38.349
14.920,23.440,38.360
15.764,22.605,38.369
16.626,21.752,38.377
17.502,20.883,38.384
18.389,20.001,38.390
19.286,19.108,38.394
20.190,18.207,38.397
21.098,17.301,38.399
22.007,16.392,38.399
22.915,15.484,38.398
23.818,14.578,38.396
24.715,13.677,38.392
25.601,12.785,38.387
26.476,11.904,38.380
27.335,11.037,38.372
28.177,10.186,38.363
28.998,9.354,38.353
29.797,8.544,38.341
30.570,7.758,38.328
31.316,6.998,38.314
32.031,6.267,38.299
32.715,5.567,38.282
33.364,4.901,38.265
33.977,4.270,38.246
34.551,3.676,38.227
35.086,3.121,38.207
35.578,2.607,38.186
36.028,2.136,38.164
36.433,1.709,38.142
36.792,1.327,38.118
37.104,0.991,38.095
37.368,0.703,38.071
37.583,0.464,38.046
37.748,0.273,38.021
37.864,0.132,37.996
37.929,0.042,37.971
37.944,0.002,37.946
37.908,0.013,37.920
37.821,0.074,37.895
37.684,0.186,37.870
37.498,0.347,37.845
37.262,0.559,37.821
36.978,0.819,37.797
36.646,1.127,37.773
36.267,1.482,37.750
35.844,1.884,37.727
35.376,2.330,37.705
34.865,2.819,37.684
34.314,3.350,37.664
33.723,3.922,37.645
33.094,4.532,37.626
32.431,5.178,37.609
31.733,5.859,37.592
31.005,6.572,37.577
30.247,7.315,37.562
29.463,8.086,37.549
28.654,8.883,37.538
27.824,9.703,37.527
26.975,10.543,37.518
26.109,11.401,37.510
25.229,12.275,37.503
24.337,13.161,37.498
23.438,14.056,37.494
22.532,14.959,37.491
21.623,15.867,37.490
20.715,16.776,37.490
19.808,17.684,37.492
18.907,18.588,37.495
18.013,19.486,37.499
17.130,20.374,37.505
16.261,21.251,37.512
15.406,22.114,37.520
14.570,22.959,37.529
13.754,23.786,37.539
12.960,24.591,37.551
12.191,25.372,37.564
11.449,26.128,37.577
10.736,26.856,37.592
10.053,27.554,37.607
9.402,28.221,37.623
8.785,28.855,37.640
8.202,29.456,37.658
7.655,30.021,37.676
7.144,30.550,37.694
6.671,31.042,37.712
6.235,31.496,37.731
5.836,31.914,37.750
5.476,32.293,37.769
5.152,32.635,37.787
4.865,32.940,37.805
4.614,33.209,37.823
4.397,33.443,37.840
4.214,33.642,37.857
4.064,33.809,37.873
3.944,33.944,37.888
3.853,34.049,37.902
3.792,34.125,37.916
3.758,34.173,37.930
3.751,34.193,37.944
3.771,34.186,37.957
3.819,34.152,37.971
3.895,34.090,37.985
4.001,34.000,38.000
4.136,33.879,38.016
4.303,33.728,38.032
4.503,33.545,38.048
4.737,33.329,38.065
5.006,33.077,38.083
5.312,32.790,38.102
5.654,32.466,38.120
6.034,32.105,38.139
6.451,31.707,38.158
6.906,31.271,38.177
7.398,30.797,38.195
7.927,30.286,38.214
8.493,29.739,38.232
9.093,29.156,38.249
9.728,28.538,38.266
10.395,27.887,38.282
11.094,27.204,38.298
11.822,26.490,38.312
12.578,25.748,38.326
13.359,24.979,38.339
14.164,24.186,38.350
14.991,23.369,38.361
15.837,22.533,38.370
16.700,21.678,38.378
17.576,20.808,38.385
18.465,19.925,38.390
19.363,19.032,38.395
20.267,18.130,38.397
21.175,17.224,38.399
22.084,16.315,38.399
22.991,15.407,38.398
23.894,14.501,38.396
24.790,13.601,38.392
25.676,12.710,38.386
26.549,11.830,38.380
27.407,10.964,38.372
28.247,10.115,38.362
29.067,9.285,38.352
29.864,8.476,38.340
30.635,7.692,38.327
31.378,6.935,38.313
32.091,6.207,38.297
32.771,5.509,38.281
33.417,4.846,38.263
34.027,4.218,38.245
34.598,3.627,38.225
35.129,3.076,38.205
35.618,2.566,38.184
36.064,2.098,38.162
36.465,1.675,38.140
36.820,1.296,38.116
37.128,0.965,38.093
37.388,0.681,38.069
37.599,0.445,38.044
37.760,0.259,38.019
37.871,0.123,37.994
37.932,0.037,37.969
37.943,0.001,37.944
37.902,0.016,37.918
37.811,0.082,37.893
37.670,0.198,37.868
37.480,0.363,37.843
37.240,0.579,37.819
36.951,0.843,37.795
36.616,1.155,37.771
36.233,1.515,37.748
35.806,1.920,37.725
35.334,2.370,37.704
34.820,2.863,37.682
34.265,3.397,37.662
33.671,3.972,37.643
33.039,4.585,37.624
32.373,5.234,37.607
31.673,5.918,37.591
30.942,6.634,37.575
30.182,7.380,37.561
29.395,8.153,37.548
28.585,8.952,37.537
27.753,9.773,37.526
26.902,10.615,37.517
26.034,11.475,37.509
25.153,12.349,37.503
24.261,13.236,37.497
23.361,14.133,37.494
22.455,15.036,37.491
21.546,15.944,37.490
20.637,16.853,37.491
19.731,17.761,37.492
18.831,18.665,37.495
17.938,19.562,37.500
17.056,20.449,37.505
16.187,21.325,37.512
15.334,22.186,37.520
14.500,23.030,37.530
13.685,23.855,37.540
12.894,24.658,37.552
12.127,25.437,37.565
11.388,26.191,37.578
10.677,26.916,37.593
9.997,27.612,37.608
9.348,28.276,37.625
8.734,28.908,37.642
8.154,29.505,37.659
7.610,30.067,37.677
7.102,30.593,37.695
6.632,31.082,37.714
6.199,31.533,37.733
5.804,31.947,37.752
5.447,32.323,37.770
5.126,32.662,37.789
4.843,32.964,37.807
4.594,33.230,37.824
4.381,33.461,37.842
4.200,33.658,37.858
4.052,33.822,37.874
3.935,33.954,37.889
3.847,34.057,37.904
3.788,34.130,37.918
3.756,34.175,37.931
3.752,34.193,37.945
3.774,34.184,37.959
3.825,34.148,37.972
3.903,34.083,37.987
4.011,33.991,38.001
4.149,33.868,38.017
4.319,33.714,38.033
4.521,33.528,38.050
4.758,33.309,38.067
5.031,33.054,38.085
5.339,32.764,38.103
5.685,32.437,38.122
6.068,32.073,38.141
6.488,31.671,38.159
6.946,31.232,38.178
7.442,30.755,38.197
7.974,30.241,38.215
8.542,29.691,38.233
9.146,29.105,38.251
9.783,28.484,38.268
10.453,27.830,38.284
11.155,27.144,38.299
11.885,26.428,38.313
12.643,25.684,38.327
13.427,24.913,38.340
14.234,24.117,38.351
15.062,23.299,38.361
15.910,22.461,38.371
16.774,21.605,38.379
17.652,20.734,38.385
18.541,19.850,38.391
19.439,18.955,38.395
20.344,18.054,38.398
21.252,17.147,38.399
22.161,16.238,38.399
23.068,15.330,38.398
23.971,14.424,38.395
24.866,13.525,38.391
25.751,12.635,38.386
26.623,11.756,38.379
27.479,10.891,38.371
28.318,10.044,38.362
29.136,9.215,38.351
29.930,8.409,38.339
30.699,7.627,38.326
31.440,6.872,38.311
32.150,6.146,38.296
32.828,5.452,38.279
33.471,4.791,38.262
34.077,4.166,38.243
34.645,3.579,38.224
35.172,3.031,38.203
35.658,2.524,38.182
36.100,2.060,38.160
36.497,1.641,38.138
36.848,1.266,38.114
37.152,0.939,38.091
37.407,0.659,38.067
37.614,0.428,38.042
37.771,0.246,38.017
37.878,0.114,37.992
37.935,0.032,37.967
37.941,0.000,37.941
37.896,0.020,37.916
37.801,0.089,37.891
37.656,0.210,37.866
37.461,0.380,37.841
37.217,0.599,37.817
36.925,0.868,37.793
36.585,1.184,37.769
36.199,1.547,37.746
35.767,1.956,37.723
35.292,2.410,37.702
34.774,2.906,37.681
34.216,3.445,37.661
33.619,4.023,37.641
32.984,4.639,37.623
32.315,5.291,37.606
31.612,5.978,37.589
30.878,6.696,37.574
30.116,7.444,37.560
29.327,8.220,37.547
28.515,9.021,37.536
27.681,9.844,37.525
26.829,10.688,37.516
25.960,11.549,37.509
25.078,12.424,37.502
24.185,13.312,37.497
23.284,14.209,37.493
22.378,15.113,37.491
21.469,16.021,37.490
20.560,16.930,37.491
19.655,17.838,37.492
18.755,18.741,37.496
17.863,19.637,37.500
16.982,20.524,37.506
16.114,21.399,37.513
15.263,22.258,37.521
14.430,23.101,37.531
13.617,23.924,37.541
12.828,24.725,37.553
12.063,25.502,37.566
11.326,26.253,37.580
10.618,26.976,37.594
9.940,27.670,37.610
9.295,28.331,37.626
8.683,28.960,37.643
8.106,29.554,37.661
7.565,30.113,37.679
7.061,30.636,37.697
6.594,31.122,37.716
6.164,31.570,37.734
5.773,31.981,37.753
5.418,32.354,37.772
5.101,32.689,37.790
4.820,32.988,37.808
4.575,33.251,37.826
4.364,33.479,37.843
4.187,33.673,37.859
4.041,33.834,37.875
3.926,33.964,37.890
3.841,34.064,37.905
3.784,34.135,37.919
3.755,34.178,37.933
3.752,34.194,37.946
3.778,34.182,37.960
3.830,34.143,37.974
3.911,34.077,37.988
4.021,33.981,38.003
4.162,33.856,38.018
4.335,33.700,38.034
4.540,33.511,38.051
4.780,33.288,38.068
5.055,33.031,38.086
5.367,32.738,38.105
5.716,32.408,38.123
6.102,32.040,38.142
6.526,31.635,38.161
6.987,31.193,38.180
7.486,30.713,38.198
8.021,30.196,38.217
8.592,29.642,38.235
9.199,29.053,38.252
9.839,28.430,38.269
10.512,27.773,38.285
11.215,27.085,38.300
11.948,26.366,38.315
12.709,25.619,38.328
13.494,24.846,38.341
14.303,24.049,38.352
15.134,23.229,38.362
15.982,22.389,38.371
16.848,21.532,38.379
17.727,20.659,38.386
18.617,19.774,38.391
19.516,18.879,38.395
20.421,17.977,38.398
21.329,17.070,38.399
22.238,16.161,38.399
23.145,15.252,38.398
24.047,14.348,38.395
24.941,13.449,38.391
25.825,12.560,38.385
26.696,11.682,38.378
27.551,10.819,38.370
28.388,9.972,38.361
29.204,9.146,38.350
29.996,8.341,38.338
30.763,7.562,38.325
31.501,6.809,38.310
32.209,6.086,38.295
32.884,5.394,38.278
33.524,4.737,38.260
34.127,4.115,38.242
34.691,3.531,38.222
35.215,2.986,38.202
35.697,2.483,38.180
36.135,2.023,38.158
36.529,1.607,38.136
36.876,1.237,38.112
37.175,0.913,38.089
37.427,0.637,38.064
37.629,0.410,38.040
37.782,0.233,38.015
37.885,0.105,37.990
37.938,0.027,37.965
37.939,0.000,37.939
37.890,0.024,37.914
37.791,0.098,37.889
37.642,0.222,37.864
37.442,0.397,37.839
37.194,0.620,37.815
36.898,0.893,37.791
36.554,1.213,37.767
36.164,1.580,37.744
35.729,1.993,37.722
35.250,2.450,37.700
34.728,2.951,37.679
34.167,3.492,37.659
33.566,4.074,37.640
32.929,4.693,37.621
32.256,5.348,37.604
31.551,6.037,37.588
30.814,6.758,37.573
30.050,7.509,37.559
29.259,8.287,37.546
28.445,9.090,37.535
27.609,9.915,37.525
26.755,10.760,37.516
25.886,11.622,37.508
25.002,12.499,37.502
24.109,13.388,37.497
23.207,14.286,37.493
22.301,15.190,37.491
21.392,16.098,37.490
20.483,17.007,37.491
19.578,17.915,37.493
18.678,18.817,37.496
17.787,19.713,37.500
16.907,20.599,37.506
16.041,21.472,37.513
15.191,22.331,37.522
14.360,23.172,37.531
13.549,23.993,37.542
12.762,24.792,37.554
12.000,25.567,37.567
11.265,26.316,37.581
10.559,27.036,37.596
9.884,27.727,37.611
9.242,28.386,37.627
8.633,29.012,37.644
8.059,29.603,37.662
7.521,30.159,37.680
7.020,30.679,37.699
6.556,31.161,37.717
6.130,31.606,37.736
5.741,32.014,37.755
5.390,32.384,37.773
5.076,32.716,37.792
4.798,33.012,37.810
4.556,33.272,37.827
4.348,33.497,37.844
4.173,33.688,37.861
4.030,33.846,37.876
3.918,33.974,37.891
3.835,34.071,37.906
3.780,34.140,37.920
3.753,34.180,37.934
3.754,34.194,37.947
3.781,34.180,37.961
3.836,34.139,37.975
3.919,34.070,37.989
4.032,33.972,38.004
4.176,33.844,38.020
4.351,33.685,38.036
4.559,33.493,38.053
4.802,33.268,38.070
5.080,33.007,38.088
5.395,32.711,38.106
5.747,32.378,38.125
6.136,32.007,38.144
6.563,31.599,38.163
7.028,31.154,38.181
7.530,30.670,38.200
8.068,30.150,38.218
8.643,29.594,38.236
9.252,29.002,38.254
9.895,28.375,38.270
10.570,27.716,38.286
11.277,27.025,38.301
12.012,26.304,38.316
12.774,25.555,38.329
13.562,24.779,38.342
14.373,23.980,38.353
15.205,23.158,38.363
16.055,22.317,38.372
16.922,21.458,38.380
17.802,20.584,38.386
18.693,19.698,38.392
19.593,18.803,38.395
20.498,17.900,38.398
21.407,16.993,38.399
22.316,16.083,38.399
23.222,15.175,38.398
24.123,14.271,38.395
25.017,13.373,38.390
25.900,12.485,38.385
26.770,11.608,38.378
27.623,10.746,38.369
28.458,9.901,38.360
29.272,9.077,38.349
30.063,8.274,38.337
30.827,7.497,38.323
31.562,6.746,38.309
32.267,6.026,38.293
32.939,5.337,38.276
33.576,4.682,38.259
34.176,4.064,38.240
34.737,3.483,38.220
35.258,2.942,38.200
35.736,2.442,38.178
36.170,1.986,38.156
36.560,1.574,38.134
36.903,1.207,38.110
37.199,0.888,38.087
37.446,0.616,38.062
37.644,0.393,38.038
37.793,0.220,38.013
37.892,0.096,37.988
37.940,0.023,37.962
37.937,0.000,37.937
37.884,0.028,37.912
37.780,0.106,37.887
37.627,0.235,37.862
37.423,0.414,37.837
37.171,0.642,37.812
36.870,0.918,37.788
36.522,1.242,37.765
36.128,1.614,37.742
35.690,2.030,37.720
35.207,2.491,37.698
34.682,2.995,37.677
34.117,3.540,37.657
33.513,4.125,37.638
32.873,4.747,37.620
32.197,5.405,37.603
31.489,6.097,37.587
30.751,6.821,37.572
29.984,7.574,37.558
29.191,8.354,37.545
28.375,9.159,37.534
27.538,9.986,37.524
26.682,10.833,37.515
25.811,11.696,37.507
24.927,12.574,37.501
24.032,13.464,37.496
23.130,14.362,37.493
22.224,15.267,37.491
21.315,16.176,37.490
20.406,17.085,37.491
19.501,17.992,37.493
18.602,18.894,37.496
17.712,19.789,37.501
16.833,20.674,37.507
15.968,21.546,37.514
15.120,22.403,37.523
14.290,23.242,37.532
13.481,24.062,37.543
12.696,24.859,37.555
11.936,25.632,37.568
11.204,26.378,37.582
10.501,27.096,37.597
9.828,27.784,37.612
9.189,28.440,37.629
8.583,29.063,37.646
8.012,29.652,37.664
7.477,30.205,37.682
6.979,30.721,37.700
6.518,31.200,37.719
6.095,31.642,37.738
5.710,32.047,37.756
5.362,32.413,37.775
5.051,32.743,37.793
4.776,33.035,37.811
4.537,33.292,37.829
4.332,33.514,37.846
4.160,33.702,37.862
4.019,33.858,37.878
3.910,33.983,37.893
3.829,34.078,37.907
3.777,34.144,37.921
3.752,34.183,37.935
3.755,34.194,37.948
3.785,34.178,37.962
3.842,34.134,37.976
3.928,34.063,37.990
4.043,33.962,38.005
4.189,33.832,38.021
4.367,33.670,38.037
4.579,33.475,38.054
4.824,33.247,38.071
5.106,32.984,38.089
5.424,32.684,38.108
5.779,32.348,38.126
6.171,31.974,38.145
6.601,31.563,38.164
7.069,31.114,38.183
7.574,30.628,38.202
8.116,30.104,38.220
8.693,29.545,38.238
9.305,28.950,38.255
9.951,28.321,38.272
10.629,27.658,38.288
11.338,26.965,38.303
12.076,26.241,38.317
12.840,25.490,38.330
13.630,24.712,38.343
14.443,23.911,38.354
15.276,23.087,38.364
16.128,22.244,38.373
16.996,21.384,38.380
17.877,20.510,38.387
18.769,19.623,38.392
19.669,18.726,38.396
20.575,17.823,38.398
21.484,16.915,38.399
22.393,16.006,38.399
23.299,15.098,38.397
24.200,14.195,38.394
25.092,13.297,38.390
25.974,12.410,38.384
26.843,11.534,38.377
27.695,10.674,38.369
28.528,9.831,38.359
29.340,9.008,38.348
30.128,8.207,38.336
30.890,7.432,38.322
31.623,6.684,38.308
32.326,5.966,38.292
32.995,5.280,38.275
33.629,4.628,38.257
34.225,4.013,38.238
34.783,3.435,38.219
35.300,2.898,38.198
35.775,2.402,38.177
36.205,1.949,38.155
36.591,1.541,38.132
36.930,1.179,38.108
37.222,0.863,38.085
37.465,0.595,38.060
37.659,0.377,38.036
37.803,0.207,38.011
37.898,0.088,37.986
37.941,0.019,37.960
37.935,0.000,37.935
37.877,0.033,37.910
37.769,0.115,37.885
37.611,0.248,37.860
37.404,0.431,37.835
37.147,0.663,37.810
36.843,0.944,37.786
36.491,1.272,37.763
36.093,1.647,37.740
35.650,2.068,37.718
35.164,2.532,37.696
34.636,3.040,37.676
34.067,3.588,37.656
33.460,4.176,37.637
32.817,4.802,37.618
32.139,5.463,37.601
31.428,6.158,37.585
30.687,6.884,37.570
29.917,7.639,37.557
29.122,8.422,37.544
28.304,9.229,37.533
27.466,10.057,37.523
26.609,10.905,37.514
25.736,11.770,37.507
24.851,12.649,37.501
23.956,13.540,37.496
23.054,14.439,37.493
22.146,15.344,37.491
21.237,16.253,37.490
20.329,17.162,37.491
19.425,18.068,37.493
18.526,18.970,37.497
17.637,19.864,37.501
16.759,20.748,37.507
15.896,21.619,37.515
15.049,22.475,37.523
14.221,23.313,37.533
13.414,24.130,37.544
12.631,24.926,37.556
11.873,25.696,37.569
11.143,26.440,37.583
10.442,27.156,37.598
9.773,27.841,37.614
9.136,28.494,37.630
8.533,29.115,37.647
7.965,29.700,37.665
7.433,30.250,37.683
6.939,30.763,37.702
6.481,31.239,37.720
6.061,31.678,37.739
5.679,32.079,37.758
5.334,32.443,37.777
5.026,32.769,37.795
4.754,33.059,37.813
4.518,33.312,37.830
4.316,33.531,37.847
4.147,33.717,37.863
4.009,33.870,37.879
3.902,33.992,37.894
3.824,34.085,37.908
3.774,34.149,37.922
3.751,34.185,37.936
3.756,34.193,37.950
3.788,34.175,37.963
3.848,34.129,37.977
3.936,34.055,37.992
4.054,33.952,38.007
4.203,33.819,38.022
4.384,33.655,38.039
4.598,33.457,38.055
4.847,33.226,38.073
5.131,32.960,38.091
5.452,32.657,38.109
5.811,32.318,38.128
6.206,31.941,38.147
6.640,31.526,38.166
7.110,31.074,38.185
7.619,30.585,38.203
8.163,30.058,38.221
8.744,29.496,38.239
9.359,28.898,38.256
10.007,28.266,38.273
10.688,27.601,38.289
11.399,26.905,38.304
12.140,26.179,38.318
12.907,25.425,38.331
13.698,24.645,38.344
14.513,23.842,38.355
15.348,23.017,38.365
16.201,22.172,38.373
17.070,21.311,38.381
17.952,20.435,38.387
18.845,19.547,38.392
19.746,18.650,38.396
20.652,17.746,38.398
21.561,16.838,38.399
