Symplectic Euler,,
E_c,E_p,E_m
35.569,2.617,38.186
36.020,2.145,38.164
36.425,1.717,38.142
36.785,1.334,38.119
37.098,0.997,38.095
37.363,0.708,38.071
37.579,0.468,38.047
37.746,0.276,38.022
37.862,0.135,37.997
37.928,0.043,37.972
37.944,0.002,37.946
37.909,0.012,37.921
37.823,0.072,37.896
37.688,0.183,37.871
37.502,0.344,37.846
37.267,0.554,37.821
36.984,0.813,37.797
36.653,1.121,37.773
36.275,1.475,37.750
35.852,1.875,37.728
35.385,2.321,37.706
34.875,2.809,37.685
34.325,3.340,37.664
33.735,3.910,37.645
33.107,4.519,37.626
32.444,5.165,37.609
31.747,5.845,37.592
31.019,6.558,37.577
30.262,7.301,37.563
29.478,8.071,37.550
28.670,8.868,37.538
27.840,9.687,37.527
26.991,10.527,37.518
26.125,11.385,37.510
25.246,12.258,37.503
24.355,13.143,37.498
23.455,14.039,37.494
22.549,14.942,37.491
21.641,15.849,37.490
20.732,16.758,37.490
19.826,17.666,37.492
18.924,18.571,37.495
18.031,19.469,37.499
17.147,20.357,37.505
16.277,21.234,37.511
15.422,22.097,37.519
14.586,22.943,37.529
13.769,23.770,37.539
12.975,24.576,37.551
12.206,25.357,37.563
11.463,26.114,37.577
10.749,26.842,37.591
10.066,27.541,37.607
9.414,28.209,37.623
8.796,28.844,37.640
8.213,29.445,37.657
7.665,30.010,37.675
7.154,30.540,37.694
6.679,31.033,37.712
6.243,31.488,37.731
5.844,31.906,37.750
5.482,32.286,37.768
5.158,32.629,37.787
4.870,32.935,37.805
4.619,33.204,37.823
4.401,33.439,37.840
4.218,33.639,37.856
4.066,33.806,37.872
3.946,33.942,37.887
3.855,34.047,37.902
3.792,34.124,37.916
3.758,34.172,37.930
3.751,34.193,37.944
3.771,34.186,37.957
3.818,34.153,37.971
3.894,34.092,37.985
3.998,34.002,38.000
4.133,33.882,38.015
4.300,33.732,38.031
4.499,33.549,38.048
4.732,33.333,38.065
5.001,33.082,38.083
5.305,32.796,38.101
5.647,32.473,38.120
6.026,32.113,38.139
6.443,31.715,38.157
6.897,31.279,38.176
7.388,30.807,38.195
7.917,30.296,38.213
8.482,29.750,38.231
9.082,29.167,38.249
9.715,28.550,38.266
10.382,27.900,38.282
11.080,27.217,38.297
11.808,26.504,38.312
12.563,25.763,38.326
13.344,24.994,38.338
14.149,24.201,38.350
14.975,23.385,38.360
15.821,22.549,38.370
16.683,21.695,38.378
17.560,20.825,38.385
18.448,19.942,38.390
19.346,19.049,38.395
20.250,18.148,38.397
21.158,17.241,38.399
22.067,16.333,38.399
22.974,15.424,38.398
23.877,14.518,38.396
24.773,13.619,38.392
25.659,12.727,38.386
26.533,11.847,38.380
27.391,10.981,38.372
28.232,10.131,38.363
29.052,9.301,38.352
29.849,8.492,38.340
30.620,7.707,38.327
31.364,6.949,38.313
32.077,6.220,38.298
32.759,5.523,38.281
33.405,4.858,38.264
34.016,4.230,38.245
34.588,3.638,38.226
35.119,3.086,38.206
35.609,2.575,38.184
36.056,2.107,38.163
36.458,1.682,38.140
36.814,1.303,38.117
37.122,0.971,38.093
37.383,0.686,38.069
37.595,0.450,38.045
37.757,0.262,38.020
37.870,0.125,37.995
37.932,0.038,37.969
37.943,0.001,37.944
37.904,0.015,37.919
37.814,0.080,37.894
37.674,0.195,37.869
37.484,0.360,37.844
37.245,0.574,37.819
36.957,0.838,37.795
36.623,1.149,37.771
36.241,1.507,37.748
35.814,1.912,37.726
35.343,2.361,37.704
34.830,2.853,37.683
34.276,3.387,37.663
33.683,3.961,37.643
33.052,4.573,37.625
32.386,5.222,37.607
31.686,5.905,37.591
30.956,6.620,37.576
30.197,7.365,37.562
29.411,8.138,37.549
28.601,8.936,37.537
27.769,9.758,37.526
26.918,10.599,37.517
26.051,11.458,37.509
25.170,12.332,37.503
24.278,13.219,37.498
23.378,14.116,37.494
22.472,15.019,37.491
21.564,15.927,37.490
20.655,16.836,37.491
19.749,17.743,37.492
18.848,18.647,37.495
17.955,19.544,37.500
17.073,20.432,37.505
16.204,21.308,37.512
15.351,22.170,37.520
14.515,23.014,37.530
13.701,23.839,37.540
12.909,24.643,37.552
12.142,25.423,37.564
11.402,26.177,37.578
10.690,26.903,37.593
10.009,27.599,37.608
9.361,28.264,37.624
8.745,28.896,37.641
8.165,29.494,37.659
7.620,30.057,37.677
7.112,30.583,37.695
6.641,31.073,37.714
6.207,31.525,37.732
5.812,31.940,37.751
5.453,32.317,37.770
5.132,32.656,37.788
4.848,32.959,37.807
4.599,33.225,37.824
4.384,33.457,37.841
4.204,33.654,37.858
4.055,33.819,37.874
3.937,33.952,37.889
3.848,34.055,37.903
3.788,34.129,37.917
3.756,34.175,37.931
3.751,34.193,37.945
3.774,34.185,37.958
3.823,34.149,37.972
3.901,34.085,37.986
4.009,33.993,38.001
4.146,33.871,38.017
4.315,33.717,38.033
4.517,33.532,38.049
4.754,33.313,38.067
5.025,33.059,38.085
5.333,32.770,38.103
5.678,32.444,38.121
6.060,32.080,38.140
6.480,31.679,38.159
6.937,31.241,38.178
7.432,30.765,38.197
7.964,30.251,38.215
8.531,29.702,38.233
9.134,29.116,38.250
9.771,28.496,38.267
10.440,27.843,38.283
11.141,27.158,38.299
11.871,26.442,38.313
12.628,25.699,38.327
13.411,24.928,38.339
14.218,24.133,38.351
15.046,23.315,38.361
15.893,22.477,38.370
16.757,21.622,38.378
17.635,20.751,38.385
18.524,19.867,38.391
19.422,18.973,38.395
20.327,18.071,38.398
21.235,17.164,38.399
22.144,16.255,38.399
23.051,15.347,38.398
23.954,14.442,38.395
24.849,13.542,38.391
25.734,12.652,38.386
26.606,11.773,38.379
27.463,10.908,38.371
28.302,10.060,38.362
29.120,9.231,38.351
29.915,8.424,38.339
30.684,7.642,38.326
31.426,6.886,38.312
32.137,6.160,38.296
32.815,5.465,38.280
33.459,4.804,38.262
34.066,4.178,38.244
34.634,3.590,38.224
35.163,3.041,38.204
35.649,2.534,38.183
36.092,2.069,38.161
36.490,1.648,38.138
36.842,1.273,38.115
37.146,0.945,38.091
37.403,0.664,38.067
37.611,0.432,38.042
37.769,0.249,38.018
37.877,0.116,37.993
37.934,0.033,37.967
37.941,0.000,37.942
37.898,0.019,37.917
37.804,0.088,37.891
37.660,0.207,37.866
37.465,0.376,37.842
37.222,0.595,37.817
36.931,0.862,37.793
36.592,1.178,37.769
36.207,1.540,37.746
35.776,1.948,37.724
35.302,2.401,37.702
34.785,2.896,37.681
34.227,3.434,37.661
33.631,4.011,37.642
32.997,4.627,37.623
32.328,5.278,37.606
31.626,5.964,37.590
30.893,6.682,37.575
30.131,7.430,37.560
29.343,8.205,37.548
28.531,9.005,37.536
27.697,9.828,37.526
26.845,10.671,37.517
25.977,11.532,37.509
25.095,12.407,37.502
24.202,13.295,37.497
23.301,14.192,37.494
22.395,15.096,37.491
21.487,16.004,37.490
20.578,16.913,37.491
19.672,17.820,37.492
18.772,18.724,37.495
17.880,19.620,37.500
16.999,20.507,37.506
16.131,21.382,37.513
15.279,22.242,37.521
14.445,23.085,37.530
13.633,23.908,37.541
12.843,24.710,37.553
12.078,25.488,37.566
11.340,26.239,37.579
10.631,26.963,37.594
9.953,27.657,37.610
9.307,28.319,37.626
8.695,28.948,37.643
8.117,29.543,37.660
7.575,30.103,37.678
7.070,30.626,37.697
6.603,31.113,37.715
6.172,31.562,37.734
5.780,31.973,37.753
5.425,32.347,37.772
5.107,32.683,37.790
4.825,32.983,37.808
4.579,33.246,37.826
4.368,33.475,37.843
4.190,33.669,37.859
4.044,33.831,37.875
3.928,33.962,37.890
3.842,34.062,37.905
3.785,34.134,37.919
3.755,34.177,37.932
3.752,34.194,37.946
3.777,34.183,37.960
3.829,34.144,37.973
3.909,34.078,37.988
4.019,33.983,38.002
4.159,33.859,38.018
4.331,33.703,38.034
4.536,33.515,38.051
4.775,33.293,38.068
5.050,33.036,38.086
5.361,32.744,38.104
5.709,32.414,38.123
6.094,32.048,38.142
6.517,31.644,38.161
6.978,31.202,38.180
7.476,30.722,38.198
8.010,30.206,38.216
8.581,29.653,38.234
9.187,29.065,38.252
9.826,28.442,38.269
10.499,27.786,38.285
11.202,27.098,38.300
11.934,26.380,38.314
12.694,25.634,38.328
13.479,24.861,38.340
14.288,24.064,38.352
15.117,23.245,38.362
15.966,22.405,38.371
16.831,21.548,38.379
17.710,20.676,38.386
18.600,19.791,38.391
19.499,18.896,38.395
20.404,17.994,38.398
21.312,17.087,38.399
22.221,16.178,38.399
23.128,15.270,38.398
24.030,14.365,38.395
24.924,13.466,38.391
25.809,12.577,38.385
26.680,11.699,38.379
27.535,10.835,38.370
28.372,9.989,38.361
29.189,9.162,38.350
29.981,8.357,38.338
30.748,7.576,38.325
31.487,6.823,38.311
32.195,6.099,38.295
32.871,5.407,38.278
33.512,4.749,38.261
34.116,4.126,38.242
34.681,3.542,38.222
35.206,2.996,38.202
35.688,2.493,38.181
36.127,2.031,38.159
36.522,1.615,38.136
36.869,1.243,38.113
37.170,0.919,38.089
37.423,0.642,38.065
37.626,0.414,38.040
37.780,0.236,38.015
37.884,0.107,37.990
37.937,0.028,37.965
37.940,0.000,37.940
37.892,0.023,37.915
37.793,0.096,37.889
37.645,0.219,37.864
37.447,0.393,37.840
37.199,0.616,37.815
36.904,0.887,37.791
36.561,1.207,37.767
36.172,1.573,37.744
35.737,1.985,37.722
35.259,2.441,37.700
34.739,2.941,37.679
34.178,3.481,37.659
33.578,4.062,37.640
32.941,4.681,37.622
32.269,5.335,37.605
31.564,6.024,37.588
30.829,6.744,37.573
30.065,7.495,37.559
29.275,8.272,37.547
28.461,9.074,37.535
27.626,9.899,37.525
26.772,10.744,37.516
25.902,11.606,37.508
25.020,12.482,37.502
24.126,13.371,37.497
23.225,14.269,37.493
22.318,15.173,37.491
21.409,16.081,37.490
20.501,16.990,37.491
19.595,17.897,37.493
18.696,18.800,37.496
17.804,19.696,37.500
16.924,20.582,37.506
16.058,21.456,37.513
15.207,22.314,37.522
14.375,23.156,37.531
13.565,23.977,37.542
12.777,24.777,37.554
12.014,25.553,37.567
11.279,26.302,37.581
10.572,27.023,37.595
9.897,27.714,37.611
9.254,28.374,37.627
8.644,29.000,37.644
8.070,29.592,37.662
7.531,30.149,37.680
7.029,30.669,37.698
6.565,31.152,37.717
6.138,31.598,37.736
5.748,32.006,37.754
5.396,32.377,37.773
5.081,32.710,37.792
4.803,33.007,37.810
4.560,33.267,37.827
4.351,33.493,37.844
4.176,33.684,37.860
4.033,33.844,37.876
3.920,33.972,37.891
3.836,34.070,37.906
3.781,34.139,37.920
3.754,34.180,37.933
3.753,34.194,37.947
3.780,34.181,37.961
3.835,34.140,37.975
3.918,34.071,37.989
4.030,33.974,38.004
4.173,33.847,38.019
4.347,33.688,38.035
4.555,33.497,38.052
4.797,33.273,38.070
5.075,33.013,38.088
5.389,32.717,38.106
5.740,32.385,38.125
6.129,32.015,38.143
6.555,31.608,38.162
7.019,31.163,38.181
7.520,30.680,38.200
8.057,30.161,38.218
8.631,29.605,38.236
9.240,29.013,38.253
9.882,28.388,38.270
10.557,27.729,38.286
11.263,27.038,38.301
11.998,26.318,38.316
12.760,25.569,38.329
13.547,24.794,38.341
14.357,23.995,38.353
15.189,23.174,38.363
16.039,22.333,38.372
16.905,21.475,38.380
17.785,20.601,38.386
18.676,19.716,38.391
19.575,18.820,38.395
20.481,17.917,38.398
21.389,17.010,38.399
22.298,16.101,38.399
23.205,15.193,38.398
24.106,14.288,38.395
25.000,13.391,38.390
25.883,12.502,38.385
26.753,11.625,38.378
27.607,10.763,38.370
28.443,9.918,38.360
29.257,9.092,38.349
30.048,8.289,38.337
30.812,7.511,38.324
31.549,6.761,38.309
32.254,6.039,38.294
32.927,5.350,38.277
33.564,4.695,38.259
34.165,4.075,38.240
34.727,3.494,38.221
35.248,2.952,38.200
35.727,2.452,38.179
36.163,1.994,38.157
36.553,1.581,38.134
36.897,1.214,38.111
37.193,0.894,38.087
37.442,0.621,38.063
37.641,0.397,38.038
37.791,0.223,38.013
37.890,0.098,37.988
37.939,0.024,37.963
37.938,0.000,37.938
37.885,0.027,37.912
37.783,0.104,37.887
37.630,0.232,37.862
37.428,0.410,37.837
37.176,0.637,37.813
36.877,0.912,37.789
36.530,1.236,37.765
36.137,1.606,37.743
35.698,2.022,37.720
35.217,2.482,37.699
34.693,2.985,37.678
34.128,3.529,37.658
33.525,4.113,37.639
32.886,4.735,37.620
32.211,5.392,37.603
31.503,6.084,37.587
30.765,6.807,37.572
29.999,7.560,37.558
29.206,8.339,37.546
28.391,9.144,37.534
27.554,9.970,37.524
26.699,10.816,37.515
25.828,11.680,37.508
24.944,12.557,37.501
24.050,13.447,37.497
23.148,14.345,37.493
22.241,15.250,37.491
21.332,16.158,37.490
20.424,17.067,37.491
19.519,17.974,37.493
18.620,18.877,37.496
17.729,19.772,37.501
16.850,20.657,37.507
15.985,21.529,37.514
15.136,22.387,37.523
14.306,23.226,37.532
13.497,24.046,37.543
12.711,24.844,37.555
11.951,25.617,37.568
11.218,26.364,37.582
10.514,27.083,37.597
9.841,27.771,37.612
9.201,28.428,37.629
8.594,29.052,37.646
8.023,29.641,37.663
7.487,30.194,37.681
6.988,30.712,37.700
6.527,31.192,37.718
6.103,31.634,37.737
5.717,32.039,37.756
5.368,32.407,37.775
5.056,32.737,37.793
4.781,33.030,37.811
4.541,33.288,37.829
4.335,33.510,37.846
4.163,33.699,37.862
4.022,33.856,37.877
3.911,33.981,37.893
3.830,34.077,37.907
3.778,34.143,37.921
3.752,34.182,37.935
3.754,34.194,37.948
3.784,34.178,37.962
3.841,34.135,37.976
3.926,34.064,37.990
4.041,33.964,38.005
4.186,33.835,38.021
4.363,33.673,38.037
4.574,33.480,38.054
4.819,33.252,38.071
5.100,32.989,38.089
5.417,32.690,38.108
5.772,32.355,38.126
6.163,31.982,38.145
6.593,31.571,38.164
7.060,31.123,38.183
7.564,30.637,38.201
8.105,30.115,38.220
8.682,29.556,38.237
9.293,28.962,38.255
9.938,28.333,38.271
10.616,27.671,38.287
11.324,26.978,38.303
12.061,26.256,38.317
12.826,25.505,38.330
13.615,24.728,38.342
14.427,23.926,38.354
15.260,23.103,38.364
16.112,22.261,38.373
16.979,21.401,38.380
17.860,20.527,38.387
18.752,19.640,38.392
19.652,18.744,38.396
20.558,17.840,38.398
21.466,16.933,38.399
22.375,16.024,38.399
23.282,15.116,38.397
24.182,14.212,38.394
25.075,13.315,38.390
25.958,12.427,38.384
26.826,11.551,38.377
27.679,10.690,38.369
28.513,9.847,38.359
29.325,9.023,38.348
30.114,8.222,38.336
30.876,7.447,38.323
31.610,6.698,38.308
32.313,5.980,38.292
32.982,5.293,38.275
33.617,4.641,38.258
34.214,4.024,38.239
34.773,3.446,38.219
35.291,2.908,38.198
35.766,2.411,38.177
36.198,1.957,38.155
36.584,1.548,38.132
36.924,1.185,38.109
37.216,0.869,38.085
37.461,0.600,38.061
37.656,0.380,38.036
37.801,0.210,38.011
37.896,0.090,37.986
37.941,0.020,37.961
37.935,0.000,37.936
37.879,0.032,37.910
37.772,0.113,37.885
37.615,0.245,37.860
37.408,0.427,37.835
37.153,0.658,37.811
36.849,0.938,37.787
36.498,1.265,37.764
36.101,1.640,37.741
35.659,2.059,37.718
35.174,2.523,37.697
34.646,3.030,37.676
34.079,3.577,37.656
33.472,4.164,37.637
32.830,4.789,37.619
32.152,5.450,37.602
31.442,6.144,37.586
30.701,6.870,37.571
29.932,7.625,37.557
29.138,8.407,37.545
28.320,9.213,37.533
27.482,10.041,37.523
26.625,10.889,37.514
25.753,11.754,37.507
24.868,12.632,37.501
23.973,13.523,37.496
23.071,14.422,37.493
22.164,15.327,37.491
21.255,16.235,37.490
20.347,17.144,37.491
19.442,18.051,37.493
18.544,18.953,37.497
17.654,19.847,37.501
16.776,20.731,37.507
15.912,21.603,37.515
15.065,22.459,37.523
14.236,23.297,37.533
13.429,24.115,37.544
12.645,24.911,37.556
11.887,25.682,37.569
11.157,26.426,37.583
10.455,27.142,37.598
9.785,27.828,37.614
9.148,28.482,37.630
8.544,29.103,37.647
7.976,29.689,37.665
7.443,30.240,37.683
6.948,30.754,37.701
6.489,31.231,37.720
6.069,31.670,37.739
5.686,32.072,37.758
5.340,32.436,37.776
5.031,32.763,37.795
4.759,33.053,37.813
4.522,33.308,37.830
4.319,33.528,37.847
4.149,33.714,37.863
4.011,33.868,37.879
3.903,33.990,37.894
3.825,34.083,37.908
3.774,34.148,37.922
3.752,34.184,37.936
3.756,34.193,37.949
3.787,34.176,37.963
3.847,34.130,37.977
3.935,34.057,37.991
4.052,33.955,38.006
4.200,33.822,38.022
4.380,33.658,38.038
4.594,33.462,38.055
4.842,33.231,38.073
5.126,32.965,38.091
5.446,32.663,38.109
5.803,32.324,38.128
6.198,31.948,38.147
6.631,31.535,38.166
7.101,31.083,38.184
7.608,30.594,38.203
8.152,30.069,38.221
8.732,29.507,38.239
9.347,28.910,38.256
9.995,28.278,38.273
10.675,27.614,38.289
11.386,26.918,38.304
12.125,26.193,38.318
12.892,25.440,38.331
13.683,24.660,38.343
14.497,23.857,38.355
15.332,23.033,38.365
16.185,22.188,38.373
17.054,21.327,38.381
17.936,20.452,38.387
18.828,19.564,38.392
19.729,18.667,38.396
20.635,17.763,38.398
21.544,16.856,38.399
22.452,15.947,38.399
23.358,15.039,38.397
24.259,14.135,38.394
25.151,13.239,38.390
26.032,12.352,38.384
26.899,11.477,38.377
27.750,10.618,38.368
28.582,9.776,38.358
29.393,8.954,38.347
30.179,8.155,38.335
30.939,7.382,38.321
31.671,6.636,38.307
32.371,5.920,38.291
33.038,5.236,38.274
33.669,4.587,38.256
34.263,3.974,38.237
34.818,3.399,38.217
35.333,2.864,38.197
35.804,2.371,38.175
36.232,1.921,38.153
36.615,1.516,38.130
36.951,1.156,38.107
37.239,0.844,38.083
37.479,0.580,38.059
37.670,0.364,38.034
37.811,0.198,38.009
37.902,0.082,37.984
37.943,0.016,37.959
37.932,0.001,37.933
37.872,0.037,37.908
37.760,0.123,37.883
37.599,0.259,37.858
37.388,0.445,37.833
37.129,0.680,37.809
36.821,0.964,37.785
36.466,1.295,37.762
36.065,1.673,37.739
35.620,2.097,37.716
35.131,2.564,37.695
34.600,3.074,37.674
34.029,3.626,37.654
33.419,4.216,37.635
32.773,4.844,37.617
32.093,5.508,37.600
31.380,6.205,37.584
30.637,6.933,37.570
29.866,7.690,37.556
29.069,8.474,37.544
28.250,9.282,37.532
27.410,10.113,37.522
26.552,10.962,37.514
25.679,11.828,37.506
24.793,12.708,37.500
23.897,13.599,37.496
22.994,14.499,37.493
22.087,15.404,37.491
21.178,16.313,37.490
20.270,17.221,37.491
19.365,18.128,37.493
18.468,19.029,37.497
17.579,19.923,37.502
16.702,20.806,37.508
15.839,21.676,37.515
14.994,22.531,37.524
14.167,23.367,37.534
13.362,24.183,37.545
12.580,24.977,37.557
11.824,25.746,37.570
11.096,26.488,37.584
10.397,27.202,37.599
9.730,27.885,37.615
9.095,28.536,37.631
8.494,29.154,37.649
7.929,29.737,37.666
7.400,30.285,37.684
6.907,30.796,37.703
6.452,31.269,37.722
6.035,31.706,37.740
5.655,32.104,37.759
5.312,32.465,37.778
5.007,32.789,37.796
4.738,33.076,37.814
4.504,33.328,37.831
4.304,33.545,37.848
4.136,33.728,37.865
4.001,33.879,37.880
3.896,33.999,37.895
3.819,34.090,37.909
3.771,34.152,37.923
3.751,34.186,37.937
3.758,34.193,37.951
3.791,34.173,37.964
3.853,34.125,37.978
3.943,34.049,37.993
4.063,33.944,38.008
4.214,33.809,38.023
4.397,33.643,38.040
4.613,33.443,38.057
4.864,33.210,38.074
5.151,32.941,38.092
5.475,32.636,38.111
5.835,32.294,38.129
6.234,31.915,38.148
6.669,31.498,38.167
7.143,31.043,38.186
7.653,30.551,38.204
8.200,30.022,38.223
8.783,29.457,38.240
9.400,28.857,38.258
10.051,28.223,38.274
10.734,27.556,38.290
11.447,26.858,38.305
12.189,26.130,38.319
12.958,25.374,38.332
13.751,24.593,38.344
14.567,23.788,38.355
15.404,22.962,38.365
16.258,22.116,38.374
17.128,21.254,38.382
18.011,20.377,38.388
18.904,19.488,38.393
19.806,18.591,38.396
20.712,17.686,38.398
21.621,16.778,38.399
22.529,15.869,38.399
23.435,14.962,38.397
24.335,14.059,38.394
25.226,13.163,38.389
26.106,12.277,38.383
26.972,11.404,38.376
27.822,10.546,38.367
28.652,9.705,38.357
29.461,8.885,38.346
30.245,8.089,38.334
31.003,7.317,38.320
31.731,6.574,38.305
32.429,5.861,38.289
33.093,5.180,38.272
33.721,4.533,38.254
34.312,3.923,38.235
34.864,3.352,38.216
35.374,2.821,38.195
35.842,2.331,38.173
36.266,1.885,38.151
36.645,1.483,38.128
36.977,1.128,38.105
37.261,0.820,38.081
37.497,0.559,38.057
37.684,0.348,38.032
37.821,0.186,38.007
37.907,0.074,37.982
37.944,0.013,37.957
37.929,0.002,37.931
37.864,0.042,37.906
37.749,0.132,37.881
37.583,0.273,37.856
37.368,0.463,37.831
37.104,0.702,37.807
36.793,0.990,37.783
36.434,1.326,37.760
36.029,1.708,37.737
35.580,2.135,37.715
35.087,2.606,37.693
34.553,3.120,37.673
33.978,3.674,37.653
33.366,4.268,37.634
32.717,4.899,37.616
32.033,5.565,37.599
31.318,6.265,37.583
30.572,6.996,37.568
29.799,7.756,37.555
29.001,8.542,37.543
28.179,9.352,37.531
27.338,10.184,37.522
26.478,11.035,37.513
25.604,11.902,37.506
24.717,12.783,37.500
23.821,13.675,37.496
22.917,14.575,37.492
22.010,15.481,37.491
21.100,16.390,37.490
20.193,17.299,37.491
19.289,18.205,37.494
18.392,19.105,37.497
17.504,19.998,37.502
16.628,20.880,37.509
15.767,21.749,37.516
14.923,22.602,37.525
14.098,23.437,37.535
13.294,24.252,37.546
12.515,25.043,37.558
11.761,25.810,37.571
11.035,26.550,37.585
10.339,27.261,37.600
9.675,27.942,37.616
9.043,28.590,37.633
8.445,29.205,37.650
7.883,29.785,37.668
7.356,30.330,37.686
6.867,30.837,37.705
6.415,31.308,37.723
6.001,31.741,37.742
5.624,32.136,37.761
5.285,32.494,37.779
4.983,32.815,37.798
4.716,33.099,37.816
4.485,33.348,37.833
4.288,33.562,37.850
4.124,33.742,37.866
3.991,33.891,37.881
3.888,34.008,37.896
3.814,34.096,37.911
3.769,34.156,37.924
3.750,34.188,37.938
3.759,34.192,37.952
3.796,34.170,37.965
3.860,34.120,37.979
3.952,34.042,37.994
4.075,33.934,38.009
4.228,33.797,38.025
4.414,33.627,38.041
4.633,33.425,38.058
4.887,33.188,38.076
5.177,32.916,38.094
5.504,32.608,38.112
5.868,32.263,38.131
6.269,31.881,38.150
6.708,31.461,38.169
7.185,31.003,38.187
7.698,30.508,38.206
8.248,29.976,38.224
8.834,29.408,38.242
9.454,28.805,38.259
10.108,28.168,38.276
10.793,27.498,38.291
11.509,26.797,38.306
12.253,26.067,38.320
13.024,25.309,38.333
13.820,24.526,38.345
14.638,23.719,38.356
15.476,22.891,38.366
16.331,22.043,38.375
17.203,21.180,38.382
18.086,20.302,38.388
18.981,19.412,38.393
19.882,18.514,38.396
20.789,17.609,38.399
21.698,16.701,38.399
22.607,15.792,38.399
23.512,14.885,38.397
24.411,13.983,38.393
25.301,13.087,38.389
26.180,12.202,38.383
27.045,11.330,38.375
27.893,10.473,38.367
28.722,9.635,38.356
29.528,8.817,38.345
30.310,8.022,38.333
31.066,7.253,38.319
31.792,6.512,38.304
32.486,5.802,38.288
33.147,5.123,38.271
33.773,4.480,38.253
34.360,3.873,38.234
34.909,3.305,38.214
35.416,2.777,38.193
35.880,2.291,38.172
36.300,1.849,38.149
36.675,1.451,38.126
37.003,1.100,38.103
37.283,0.796,38.079
37.515,0.539,38.055
37.698,0.332,38.030
37.830,0.175,38.005
37.913,0.067,37.980
37.944,0.010,37.954
37.926,0.003,37.929
37.856,0.048,37.904
37.736,0.142,37.879
37.567,0.287,37.854
37.348,0.481,37.829
37.080,0.725,37.805
36.764,1.017,37.781
36.401,1.356,37.758
35.993,1.742,37.735
35.540,2.173,37.713
35.043,2.648,37.691
34.506,3.165,37.671
33.928,3.723,37.651
33.312,4.320,37.632
32.660,4.954,37.614
31.974,5.624,37.598
31.256,6.326,37.582
30.508,7.059,37.567
29.732,7.821,37.554
28.932,8.610,37.542
28.109,9.422,37.531
27.265,10.256,37.521
26.405,11.108,37.512
25.529,11.976,37.505
24.641,12.858,37.500
23.744,13.751,37.495
22.840,14.652,37.492
21.932,15.558,37.491
21.023,16.467,37.490
20.116,17.376,37.491
19.212,18.281,37.494
18.316,19.182,37.498
17.429,20.074,37.503
16.554,20.955,37.509
15.694,21.822,37.517
14.852,22.674,37.526
14.028,23.507,37.536
13.227,24.320,37.547
12.450,25.110,37.559
11.698,25.874,37.572
10.975,26.612,37.587
10.282,27.320,37.602
9.620,27.998,37.618
8.991,28.644,37.634
8.396,29.256,37.652
7.837,29.833,37.669
7.313,30.374,37.688
6.827,30.879,37.706
6.379,31.346,37.725
5.968,31.776,37.744
5.594,32.168,37.762
5.258,32.523,37.781
4.959,32.841,37.799
4.695,33.122,37.817
4.467,33.367,37.834
4.273,33.578,37.851
4.111,33.756,37.867
3.981,33.902,37.883
3.881,34.017,37.897
3.809,34.102,37.912
3.766,34.160,37.926
3.750,34.189,37.939
3.761,34.191,37.953
3.800,34.167,37.967
3.866,34.114,37.981
3.962,34.034,37.995
4.087,33.924,38.010
4.243,33.783,38.026
4.431,33.611,38.042
4.654,33.406,38.060
4.911,33.167,38.077
5.204,32.892,38.095
5.533,32.580,38.114
5.900,32.232,38.133
6.305,31.846,38.151
6.747,31.423,38.170
7.227,30.962,38.189
7.744,30.464,38.208
8.297,29.929,38.226
8.885,29.358,38.243
9.509,28.752,38.260
10.165,28.112,38.277
10.853,27.439,38.293
11.571,26.736,38.307
12.318,26.003,38.321
13.091,25.243,38.334
13.888,24.458,38.346
14.708,23.649,38.357
15.548,22.819,38.367
16.405,21.971,38.375
17.277,21.106,38.383
18.162,20.227,38.389
19.057,19.336,38.393
19.959,18.437,38.397
20.866,17.532,38.399
21.775,16.624,38.399
22.684,15.715,38.399
23.588,14.808,38.397
24.487,13.906,38.393
25.376,13.012,38.388
26.254,12.128,38.382
27.118,11.257,38.375
27.964,10.401,38.366
28.791,9.564,38.356
29.596,8.748,38.344
30.376,7.956,38.332
31.129,7.189,38.318
31.852,6.451,38.303
32.544,5.743,38.287
33.202,5.067,38.269
33.824,4.427,38.251
34.409,3.824,38.232
34.953,3.259,38.212
35.457,2.734,38.191
35.918,2.252,38.170
36.334,1.813,38.147
36.705,1.420,38.124
37.029,1.072,38.101
37.305,0.772,38.077
37.532,0.520,38.052
37.711,0.317,38.028
37.839,0.164,38.003
37.917,0.060,37.977
37.945,0.007,37.952
37.922,0.005,37.927
37.848,0.054,37.902
37.724,0.153,37.877
37.550,0.301,37.852
37.327,0.500,37.827
37.055,0.748,37.803
36.735,1.044,37.779
36.368,1.387,37.756
35.956,1.777,37.733
35.499,2.212,37.711
34.999,2.690,37.690
34.458,3.211,37.669
33.877,3.772,37.649
33.258,4.373,37.631
32.603,5.010,37.613
31.914,5.682,37.596
31.193,6.387,37.581
30.443,7.123,37.566
29.665,7.887,37.553
28.863,8.678,37.541
28.038,9.492,37.530
27.193,10.327,37.520
26.331,11.181,37.512
25.454,12.051,37.505
24.565,12.934,37.499
23.668,13.827,37.495
22.763,14.729,37.492
21.855,15.635,37.490
20.946,16.544,37.490
20.039,17.453,37.492
19.136,18.358,37.494
18.240,19.258,37.498
17.354,20.149,37.503
16.481,21.029,37.510
15.622,21.895,37.517
14.781,22.745,37.526
13.959,23.577,37.537
13.160,24.388,37.548
