Explicict Eueler,,
E_c,E_p,E_m
62.413,25.691,88.103
64.572,23.597,88.168
66.679,21.554,88.233
68.728,19.570,88.298
70.711,17.651,88.363
72.624,15.804,88.428
74.459,14.034,88.492
76.208,12.347,88.554
77.865,10.749,88.614
79.424,9.246,88.670
80.878,7.843,88.721
82.222,6.546,88.767
83.450,5.358,88.807
84.557,4.284,88.841
85.539,3.329,88.868
86.392,2.495,88.888
87.113,1.787,88.899
87.697,1.205,88.903
88.144,0.754,88.898
88.450,0.434,88.884
88.615,0.246,88.862
88.638,0.192,88.830
88.518,0.271,88.789
88.256,0.483,88.739
87.852,0.827,88.679
87.308,1.301,88.609
86.626,1.904,88.530
85.808,2.633,88.441
84.858,3.485,88.343
83.778,4.457,88.236
82.574,5.545,88.119
81.249,6.744,87.993
79.809,8.050,87.859
78.259,9.457,87.716
76.605,10.960,87.565
74.853,12.553,87.407
73.011,14.231,87.241
71.084,15.986,87.069
69.080,17.812,86.892
67.007,19.702,86.709
64.872,21.650,86.522
62.684,23.649,86.333
60.450,25.692,86.142
58.180,27.771,85.951
55.880,29.881,85.761
53.560,32.014,85.574
51.228,34.165,85.393
48.892,36.327,85.219
46.560,38.495,85.055
44.241,40.664,84.905
41.942,42.830,84.771
39.671,44.988,84.658
37.435,47.135,84.570
35.242,49.270,84.512
33.098,51.391,84.490
31.011,53.499,84.509
28.984,55.583,84.567
27.008,57.620,84.628
25.084,59.605,84.690
23.219,61.532,84.751
21.417,63.395,84.812
19.685,65.188,84.873
18.028,66.906,84.934
16.449,68.545,84.995
14.955,70.100,85.055
13.548,71.567,85.115
12.232,72.943,85.174
11.010,74.223,85.233
9.885,75.407,85.292
8.858,76.491,85.349
7.931,77.475,85.406
7.104,78.357,85.461
6.376,79.138,85.514
5.746,79.820,85.566
5.211,80.404,85.615
4.768,80.894,85.662
4.412,81.294,85.706
4.138,81.609,85.747
3.940,81.844,85.784
3.814,82.006,85.819
3.755,82.098,85.853
3.762,82.123,85.885
3.834,82.084,85.918
3.976,81.978,85.953
4.189,81.801,85.991
4.482,81.550,86.031
4.858,81.217,86.075
5.324,80.798,86.122
5.884,80.287,86.171
6.543,79.680,86.223
7.303,78.974,86.277
8.165,78.167,86.332
9.131,77.258,86.389
10.201,76.246,86.448
11.374,75.133,86.507
12.648,73.919,86.567
14.021,72.606,86.627
15.491,71.197,86.689
17.054,69.696,86.750
18.706,68.106,86.812
20.444,66.430,86.875
22.262,64.675,86.937
24.157,62.843,87.000
26.121,60.942,87.063
28.151,58.975,87.126
30.240,56.950,87.190
32.382,54.871,87.253
34.571,52.747,87.317
36.799,50.581,87.381
39.062,48.383,87.445
41.351,46.158,87.509
43.660,43.913,87.573
45.982,41.655,87.637
48.310,39.392,87.701
50.636,37.130,87.766
52.953,34.877,87.830
55.255,32.640,87.895
57.534,30.425,87.959
59.783,28.241,88.024
61.995,26.093,88.089
64.163,23.990,88.153
66.281,21.937,88.218
68.341,19.942,88.283
70.338,18.010,88.348
72.264,16.149,88.413
74.114,14.363,88.477
75.880,12.660,88.540
77.555,11.045,88.600
79.133,9.524,88.657
80.607,8.102,88.709
81.972,6.784,88.756
83.223,5.575,88.797
84.353,4.479,88.832
85.359,3.501,88.860
86.237,2.644,88.881
86.983,1.912,88.895
87.594,1.306,88.900
88.067,0.830,88.897
88.400,0.485,88.885
88.592,0.272,88.864
88.642,0.192,88.834
88.549,0.246,88.795
88.313,0.432,88.746
87.936,0.751,88.688
87.419,1.201,88.620
86.763,1.780,88.543
85.971,2.485,88.456
85.046,3.314,88.360
83.990,4.263,88.254
82.810,5.329,88.139
81.507,6.507,88.015
80.089,7.793,87.882
78.559,9.181,87.741
76.925,10.667,87.591
75.191,12.243,87.434
73.365,13.905,87.270
71.454,15.646,87.099
69.464,17.459,86.923
67.403,19.337,86.741
65.280,21.275,86.555
63.101,23.265,86.366
60.876,25.299,86.175
58.612,27.372,85.984
56.317,29.476,85.794
54.001,31.606,85.606
51.670,33.754,85.424
49.334,35.914,85.248
47.001,38.081,85.083
44.679,40.251,84.930
42.376,42.417,84.793
40.099,44.576,84.675
37.856,46.726,84.582
35.655,48.863,84.518
33.501,50.987,84.488
31.402,53.097,84.499
29.364,55.188,84.552
27.378,57.235,84.613
25.444,59.230,84.674
23.567,61.168,84.736
21.753,63.044,84.797
20.008,64.850,84.858
18.336,66.583,84.919
16.742,68.237,84.980
15.231,69.808,85.040
13.808,71.292,85.100
12.474,72.685,85.160
11.234,73.984,85.219
10.091,75.186,85.277
9.045,76.289,85.335
8.099,77.292,85.391
7.253,78.194,85.447
6.506,78.994,85.501
5.858,79.695,85.553
5.305,80.297,85.603
4.845,80.805,85.650
4.473,81.221,85.694
4.184,81.552,85.736
3.972,81.802,85.774
3.833,81.977,85.809
3.761,82.082,85.843
3.756,82.120,85.876
3.816,82.093,85.909
3.943,82.000,85.943
4.143,81.837,85.980
4.420,81.600,86.020
4.780,81.283,86.063
5.228,80.881,86.109
5.770,80.387,86.158
6.410,79.799,86.209
7.150,79.112,86.263
7.993,78.325,86.318
8.940,77.435,86.375
9.990,76.443,86.433
11.143,75.349,86.492
12.398,74.154,86.552
13.753,72.860,86.612
15.204,71.469,86.673
16.750,69.985,86.735
18.385,68.412,86.797
20.107,66.752,86.859
21.910,65.011,86.922
23.790,63.194,86.984
25.742,61.305,87.047
27.760,59.351,87.111
29.838,57.336,87.174
31.970,55.268,87.238
34.150,53.151,87.301
36.372,50.993,87.365
38.628,48.801,87.429
40.913,46.580,87.493
43.219,44.339,87.557
45.538,42.083,87.621
47.865,39.820,87.686
50.192,37.558,87.750
52.512,35.302,87.814
54.817,33.062,87.879
57.101,30.842,87.943
59.356,28.652,88.008
61.576,26.497,88.073
63.752,24.385,88.137
65.880,22.322,88.202
67.952,20.315,88.267
69.961,18.371,88.332
71.901,16.496,88.397
73.766,14.696,88.461
75.548,12.977,88.524
77.241,11.344,88.585
78.838,9.805,88.642
80.332,8.364,88.695
81.718,7.025,88.744
82.991,5.795,88.786
84.144,4.678,88.823
85.175,3.677,88.852
86.077,2.797,88.874
86.848,2.041,88.889
87.485,1.411,88.896
87.984,0.910,88.894
88.344,0.540,88.884
88.563,0.302,88.865
88.640,0.197,88.837
88.574,0.225,88.799
88.366,0.387,88.753
88.016,0.680,88.696
87.525,1.105,88.630
86.895,1.660,88.555
86.129,2.341,88.470
85.229,3.147,88.375
84.198,4.074,88.272
83.041,5.118,88.158
81.761,6.275,88.036
80.365,7.540,87.905
78.856,8.909,87.765
77.241,10.377,87.618
75.526,11.936,87.462
73.717,13.582,87.299
71.821,15.308,87.129
69.846,17.108,86.954
67.798,18.975,86.773
65.686,20.902,86.588
63.518,22.882,86.400
61.301,24.908,86.209
59.044,26.974,86.018
56.754,29.073,85.827
54.441,31.198,85.639
52.113,33.343,85.456
49.777,35.501,85.279
47.443,37.668,85.111
45.119,39.837,84.956
42.811,42.004,84.815
40.529,44.165,84.694
38.279,46.317,84.596
36.069,48.457,84.526
33.906,50.583,84.490
31.797,52.696,84.493
29.746,54.792,84.539
27.752,56.848,84.600
25.807,58.854,84.661
23.919,60.803,84.723
22.093,62.691,84.784
20.334,64.511,84.845
18.648,66.258,84.906
17.039,67.928,84.967
15.512,69.515,85.027
14.071,71.016,85.087
12.721,72.426,85.147
11.463,73.743,85.206
10.301,74.964,85.265
9.236,76.086,85.323
8.271,77.108,85.379
7.406,78.029,85.435
6.641,78.848,85.489
5.974,79.568,85.542
5.403,80.189,85.592
4.926,80.714,85.640
4.537,81.147,85.685
4.233,81.494,85.727
4.007,81.759,85.765
3.854,81.948,85.801
3.770,82.066,85.835
3.752,82.116,85.868
3.799,82.102,85.901
3.914,82.021,85.935
4.099,81.872,85.971
4.361,81.650,86.011
4.705,81.348,86.053
5.136,80.963,86.099
5.660,80.487,86.147
6.281,79.917,86.198
7.002,79.249,86.251
7.825,78.481,86.306
8.752,77.611,86.363
9.782,76.638,86.420
10.916,75.564,86.479
12.151,74.387,86.539
13.487,73.112,86.599
14.920,71.740,86.660
16.448,70.273,86.722
18.067,68.717,86.784
19.773,67.073,86.846
21.561,65.347,86.908
23.427,63.544,86.971
25.365,61.669,87.034
27.371,59.727,87.097
29.438,57.723,87.161
31.560,55.664,87.224
33.731,53.556,87.288
35.946,51.406,87.352
38.196,49.219,87.415
40.476,47.004,87.479
42.778,44.766,87.544
45.096,42.512,87.608
47.422,40.250,87.672
49.749,37.987,87.736
52.071,35.730,87.801
54.379,33.486,87.865
56.668,31.262,87.930
58.929,29.066,87.994
61.155,26.903,88.059
63.341,24.783,88.124
65.478,22.710,88.188
67.561,20.692,88.253
69.583,18.736,88.318
71.536,16.847,88.383
73.416,15.032,88.448
75.215,13.297,88.511
76.925,11.648,88.573
78.541,10.090,88.631
80.055,8.630,88.685
81.462,7.272,88.734
82.757,6.021,88.778
83.934,4.882,88.815
84.988,3.859,88.846
85.915,2.955,88.870
86.711,2.175,88.886
87.374,1.521,88.895
87.900,0.995,88.895
88.286,0.600,88.886
88.532,0.337,88.869
88.636,0.206,88.842
88.597,0.209,88.807
88.416,0.345,88.762
88.093,0.614,88.707
87.629,1.014,88.643
87.026,1.544,88.570
86.285,2.202,88.487
85.410,2.984,88.394
84.404,3.888,88.292
83.271,4.910,88.181
82.014,6.046,88.060
80.640,7.291,87.931
79.152,8.641,87.793
77.557,10.090,87.647
75.860,11.632,87.492
74.069,13.262,87.331
72.189,14.974,87.163
70.228,16.760,86.988
68.194,18.615,86.809
66.094,20.531,86.624
63.935,22.501,86.437
61.727,24.519,86.246
59.477,26.579,86.055
57.193,28.672,85.865
54.884,30.792,85.676
52.558,32.934,85.492
50.223,35.090,85.313
47.888,37.256,85.144
45.561,39.425,84.986
43.250,41.593,84.842
40.962,43.755,84.717
38.705,45.909,84.615
36.487,48.052,84.539
34.315,50.181,84.496
32.195,52.296,84.491
30.132,54.397,84.529
28.129,56.462,84.591
26.175,58.478,84.652
24.275,60.438,84.714
22.437,62.338,84.775
20.664,64.171,84.836
18.964,65.933,84.897
17.340,67.618,84.958
15.797,69.221,85.018
14.339,70.739,85.078
12.971,72.167,85.138
11.695,73.502,85.197
10.515,74.741,85.256
9.432,75.882,85.314
8.448,76.923,85.371
7.564,77.863,85.427
6.779,78.702,85.482
6.094,79.441,85.534
5.505,80.080,85.585
5.010,80.624,85.633
4.605,81.074,85.679
4.284,81.437,85.721
4.044,81.717,85.761
3.877,81.920,85.797
3.781,82.051,85.831
3.750,82.114,85.864
3.785,82.112,85.897
3.886,82.044,85.931
4.058,81.909,85.967
4.305,81.700,86.005
4.633,81.415,86.047
5.047,81.045,86.092
5.553,80.587,86.140
6.155,80.036,86.191
6.857,79.387,86.243
7.660,78.638,86.298
8.567,77.787,86.354
9.578,76.834,86.412
10.692,75.778,86.470
11.908,74.622,86.530
13.225,73.365,86.590
14.640,72.011,86.651
16.150,70.562,86.712
17.752,69.022,86.774
19.442,67.395,86.836
21.214,65.684,86.899
23.066,63.896,86.962
24.991,62.033,87.025
26.984,60.103,87.088
29.040,58.111,87.151
31.152,56.062,87.215
33.315,53.963,87.278
35.522,51.820,87.342
37.766,49.640,87.406
40.041,47.429,87.470
42.339,45.195,87.534
44.654,42.944,87.598
46.980,40.683,87.662
49.307,38.419,87.727
51.631,36.160,87.791
53.942,33.913,87.855
56.235,31.685,87.920
58.502,29.483,87.984
60.736,27.313,88.049
62.930,25.184,88.114
65.077,23.102,88.179
67.171,21.073,88.243
69.204,19.104,88.308
71.172,17.202,88.373
73.066,15.372,88.438
74.881,13.621,88.502
76.609,11.955,88.564
78.243,10.380,88.623
79.777,8.901,88.678
81.205,7.522,88.728
82.522,6.251,88.773
83.722,5.090,88.812
84.799,4.044,88.844
85.751,3.118,88.869
86.573,2.314,88.887
87.261,1.636,88.897
87.813,1.085,88.899
88.227,0.665,88.892
88.500,0.377,88.876
88.631,0.221,88.852
88.619,0.198,88.818
88.465,0.309,88.775
88.169,0.553,88.722
87.732,0.928,88.660
87.155,1.433,88.588
86.440,2.067,88.507
85.591,2.825,88.416
84.609,3.706,88.316
83.500,4.706,88.206
82.267,5.821,88.088
80.914,7.046,87.960
79.447,8.376,87.823
77.872,9.807,87.679
76.194,11.332,87.526
74.420,12.946,87.366
72.557,14.643,87.199
70.611,16.415,87.026
68.590,18.257,86.847
66.501,20.162,86.664
64.353,22.123,86.476
62.154,24.133,86.287
59.911,26.185,86.096
57.633,28.272,85.905
55.327,30.388,85.716
53.004,32.526,85.530
50.670,34.680,85.350
48.334,36.845,85.179
46.005,39.013,85.018
43.690,41.182,84.872
41.397,43.346,84.743
39.134,45.502,84.636
36.908,47.647,84.555
34.726,49.779,84.505
32.595,51.897,84.492
30.522,54.001,84.523
28.509,56.075,84.584
26.545,58.100,84.645
24.634,60.072,84.707
22.784,61.984,84.768
20.998,63.831,84.829
19.284,65.607,84.890
17.644,67.306,84.951
16.086,68.926,85.012
14.611,70.460,85.072
13.226,71.906,85.132
11.932,73.259,85.191
10.733,74.517,85.250
9.631,75.677,85.308
8.628,76.737,85.365
7.725,77.697,85.421
6.921,78.555,85.476
6.217,79.312,85.529
5.610,79.971,85.580
5.097,80.532,85.629
4.675,81.000,85.675
4.339,81.379,85.718
4.084,81.675,85.758
3.904,81.892,85.795
3.794,82.036,85.830
3.751,82.112,85.863
3.773,82.123,85.896
3.862,82.067,85.929
4.020,81.945,85.965
4.252,81.751,86.003
4.564,81.480,86.044
4.961,81.127,86.088
5.449,80.687,86.136
6.033,80.153,86.186
6.715,79.523,86.238
7.499,78.793,86.292
8.386,77.962,86.348
9.377,77.028,86.406
10.472,75.992,86.464
11.669,74.855,86.524
12.967,73.617,86.584
14.364,72.281,86.644
15.856,70.850,86.706
17.441,69.327,86.768
19.114,67.716,86.830
20.871,66.021,86.892
22.708,64.247,86.955
24.620,62.398,87.018
26.601,60.480,87.081
28.645,58.499,87.144
30.747,56.460,87.208
32.901,54.370,87.271
35.100,52.235,87.335
37.337,50.061,87.399
39.607,47.856,87.463
41.902,45.625,87.527
44.214,43.376,87.591
46.538,41.117,87.655
48.866,38.853,87.719
51.191,36.593,87.784
53.506,34.343,87.848
55.803,32.110,87.913
58.075,29.902,87.977
60.316,27.726,88.042
62.518,25.588,88.107
64.675,23.496,88.171
66.780,21.456,88.236
68.826,19.476,88.301
70.806,17.560,88.366
72.715,15.716,88.431
74.545,13.950,88.495
76.290,12.267,88.557
77.943,10.674,88.617
79.497,9.176,88.672
80.946,7.778,88.723
82.284,6.485,88.769
83.506,5.303,88.809
84.608,4.235,88.843
85.584,3.286,88.869
86.430,2.458,88.888
87.144,1.755,88.900
87.722,1.181,88.903
88.162,0.735,88.898
88.462,0.422,88.884
88.620,0.241,88.861
88.636,0.193,88.829
88.509,0.278,88.787
88.240,0.497,88.736
87.829,0.847,88.676
87.278,1.327,88.606
86.590,1.937,88.526
85.765,2.672,88.437
84.809,3.530,88.339
83.723,4.507,88.231
82.513,5.601,88.113
81.182,6.805,87.987
79.737,8.116,87.853
78.182,9.528,87.709
76.523,11.035,87.558
74.766,12.633,87.399
72.919,14.314,87.233
70.988,16.073,87.061
68.981,17.902,86.883
66.905,19.796,86.700
64.767,21.746,86.514
62.577,23.747,86.324
60.341,25.792,86.133
58.069,27.873,85.942
55.768,29.984,85.752
53.447,32.118,85.566
51.115,34.270,85.385
48.779,36.432,85.211
46.447,38.601,85.048
44.129,40.770,84.899
41.831,42.935,84.766
39.562,45.092,84.654
37.328,47.239,84.567
35.137,49.374,84.511
32.996,51.494,84.490
30.911,53.601,84.512
28.888,55.683,84.571
26.914,57.718,84.632
24.993,59.701,84.693
23.130,61.624,84.755
21.332,63.484,84.816
19.604,65.273,84.877
17.950,66.988,84.938
16.375,68.623,84.998
14.885,70.174,85.059
13.482,71.637,85.119
12.171,73.008,85.178
10.953,74.284,85.237
9.833,75.462,85.295
8.811,76.542,85.353
7.889,77.520,85.409
7.066,78.398,85.464
6.343,79.174,85.518
5.718,79.851,85.569
5.188,80.431,85.619
4.749,80.916,85.665
4.397,81.312,85.709
4.126,81.623,85.749
3.932,81.855,85.787
3.809,82.012,85.822
3.754,82.101,85.855
3.764,82.124,85.888
3.840,82.081,85.921
3.984,81.972,85.956
4.202,81.792,85.994
4.498,81.536,86.034
4.878,81.200,86.078
5.349,80.776,86.125
5.914,80.260,86.174
6.578,79.649,86.226
7.342,78.938,86.280
8.210,78.126,86.336
9.181,77.212,86.393
10.256,76.196,86.451
11.433,75.077,86.511
12.712,73.858,86.571
14.090,72.541,86.631
15.565,71.128,86.692
17.132,69.622,86.754
18.789,68.027,86.816
20.530,66.348,86.878
22.353,64.588,86.941
24.250,62.754,87.004
26.218,60.849,87.067
28.251,58.879,87.130
30.343,56.851,87.194
32.487,54.770,87.257
34.678,52.643,87.321
36.909,50.476,87.385
39.173,48.276,87.449
41.463,46.050,87.513
43.773,43.804,87.577
46.095,41.546,87.641
48.423,39.283,87.705
50.749,37.021,87.770
53.066,34.769,87.834
55.367,32.532,87.899
57.644,30.319,87.963
59.892,28.136,88.028
62.102,25.991,88.093
64.268,23.890,88.157
66.383,21.839,88.222
68.440,19.847,88.287
70.433,17.919,88.352
72.356,16.060,88.417
74.202,14.279,88.481
75.964,12.580,88.544
77.634,10.969,88.604
79.207,9.453,88.660
80.677,8.035,88.712
82.036,6.723,88.759
83.281,5.519,88.800
84.406,4.429,88.835
85.406,3.457,88.863
86.277,2.606,88.883
87.017,1.879,88.896
87.621,1.280,88.901
88.087,0.810,88.897
88.414,0.471,88.885
88.599,0.265,88.864
88.641,0.192,88.833
88.542,0.252,88.793
88.299,0.445,88.744
87.915,0.770,88.686
87.391,1.226,88.617
86.729,1.811,88.540
85.930,2.522,88.452
84.998,3.357,88.356
83.937,4.312,88.249
82.750,5.384,88.134
81.442,6.567,88.010
80.018,7.858,87.876
78.483,9.251,87.735
76.844,10.741,87.585
75.105,12.322,87.427
73.275,13.988,87.263
71.360,15.732,87.092
69.366,17.549,86.915
67.303,19.430,86.733
65.176,21.371,86.547
62.995,23.362,86.358
60.768,25.399,86.167
58.502,27.474,85.976
56.206,29.579,85.785
53.888,31.710,85.598
51.557,33.858,85.416
49.222,36.019,85.241
46.889,38.187,85.076
44.567,40.356,84.923
42.265,42.522,84.787
39.990,44.681,84.671
37.749,46.830,84.579
35.549,48.967,84.516
33.398,51.090,84.489
31.302,53.200,84.502
29.267,55.289,84.555
27.284,57.333,84.617
25.352,59.326,84.678
23.478,61.261,84.739
21.667,63.133,84.801
19.925,64.936,84.862
18.257,66.666,84.923
16.667,68.316,84.983
15.161,69.883,85.044
13.741,71.363,85.104
12.412,72.751,85.163
11.177,74.046,85.222
10.038,75.243,85.281
8.997,76.341,85.338
8.056,77.339,85.395
7.215,78.236,85.450
6.473,79.031,85.504
5.829,79.727,85.556
5.281,80.325,85.606
4.825,80.828,85.653
4.457,81.240,85.697
4.172,81.566,85.738
3.964,81.813,85.776
3.828,81.984,85.812
3.759,82.086,85.845
3.757,82.121,85.878
3.820,82.091,85.911
3.951,81.994,85.946
4.155,81.828,85.983
4.435,81.587,86.023
4.799,81.266,86.066
5.252,80.860,86.112
5.799,80.362,86.161
6.444,79.769,86.213
7.189,79.077,86.266
8.037,78.285,86.322
8.988,77.390,86.378
10.043,76.393,86.437
11.202,75.294,86.496
12.461,74.094,86.555
13.821,72.795,86.616
15.277,71.400,86.677
16.827,69.912,86.739
18.467,68.334,86.801
20.193,66.670,86.863
22.000,64.926,86.925
23.884,63.105,86.988
25.839,61.213,87.051
27.859,59.255,87.115
29.940,57.238,87.178
32.075,55.167,87.242
34.257,53.048,87.305
36.481,50.888,87.369
38.739,48.694,87.433
41.024,46.472,87.497
43.331,44.230,87.561
45.651,41.974,87.625
47.979,39.711,87.689
50.305,37.449,87.754
52.624,35.194,87.818
54.929,32.954,87.883
57.211,30.736,87.947
59.465,28.547,88.012
61.683,26.394,88.076
63.857,24.284,88.141
65.982,22.224,88.206
68.051,20.220,88.271
70.057,18.279,88.336
71.994,16.407,88.401
73.855,14.611,88.465
75.633,12.896,88.528
77.321,11.268,88.589
78.913,9.733,88.646
80.402,8.296,88.699
81.783,6.963,88.747
83.050,5.739,88.789
84.198,4.627,88.825
85.222,3.632,88.854
86.118,2.758,88.876
86.883,2.007,88.890
87.513,1.384,88.897
88.006,0.889,88.895
88.359,0.525,88.884
88.571,0.294,88.865
88.641,0.195,88.836
88.568,0.230,88.798
88.353,0.398,88.751
87.996,0.698,88.694
87.498,1.129,88.628
86.862,1.690,88.552
86.089,2.377,88.466
85.182,3.189,88.371
84.145,4.122,88.267
82.982,5.171,88.153
81.697,6.334,88.031
80.295,7.604,87.899
78.781,8.978,87.759
77.160,10.450,87.611
75.440,12.014,87.455
73.627,13.664,87.291
71.728,15.394,87.122
69.749,17.197,86.946
67.698,19.067,86.765
65.583,20.997,86.579
63.412,22.979,86.391
61.193,25.008,86.200
58.933,27.076,86.009
56.643,29.176,85.819
54.329,31.302,85.631
52.000,33.448,85.447
49.664,35.607,85.271
47.330,37.773,85.104
45.006,39.942,84.949
42.700,42.109,84.809
40.419,44.270,84.689
38.171,46.421,84.592
35.963,48.561,84.524
33.803,50.686,84.489
31.696,52.798,84.494
29.648,54.893,84.542
27.656,56.947,84.603
25.715,58.950,84.664
23.829,60.897,84.726
22.006,62.781,84.787
20.251,64.598,84.848
18.568,66.341,84.909
16.963,68.007,84.970
15.440,69.590,85.030
14.004,71.087,85.090
12.657,72.493,85.150
11.404,73.805,85.209
10.247,75.021,85.268
9.187,76.138,85.325
8.227,77.155,85.382
7.367,78.071,85.438
6.606,78.886,85.492
5.944,79.600,85.544
5.378,80.216,85.594
4.905,80.737,85.642
4.521,81.166,85.687
4.220,81.509,85.729
3.997,81.770,85.767
3.848,81.955,85.803
3.767,82.070,85.837
3.752,82.117,85.870
3.803,82.099,85.902
3.921,82.016,85.937
4.110,81.863,85.973
4.376,81.637,86.013
4.723,81.332,86.055
5.159,80.942,86.101
5.688,80.462,86.149
6.313,79.887,86.201
7.039,79.215,86.254
7.867,78.441,86.309
8.799,77.566,86.365
9.835,76.589,86.423
10.973,75.509,86.482
12.214,74.328,86.542
13.554,73.048,86.602
14.992,71.671,86.663
16.525,70.200,86.725
18.148,68.639,86.787
19.858,66.991,86.849
21.650,65.262,86.911
23.519,63.455,86.974
25.461,61.576,87.037
27.470,59.631,87.100
29.539,57.624,87.164
31.664,55.563,87.227
33.838,53.453,87.291
36.054,51.301,87.355
38.306,49.113,87.419
40.587,46.896,87.483
42.890,44.657,87.547
45.208,42.402,87.611
47.535,40.140,87.675
49.862,37.877,87.739
52.183,35.621,87.804
54.491,33.377,87.868
56.778,31.155,87.933
59.038,28.960,87.997
61.262,26.800,88.062
63.446,24.681,88.127
65.581,22.611,88.192
67.661,20.596,88.256
69.679,18.642,88.321
71.629,16.757,88.386
73.505,14.946,88.451
75.300,13.215,88.514
77.006,11.570,88.576
78.616,10.017,88.633
80.126,8.561,88.687
81.528,7.208,88.736
82.817,5.963,88.780
83.987,4.829,88.817
85.036,3.812,88.847
85.956,2.914,88.871
86.746,2.140,88.887
87.402,1.492,88.895
87.921,0.973,88.894
88.301,0.584,88.885
88.540,0.327,88.868
88.637,0.204,88.841
88.592,0.213,88.805
88.404,0.356,88.759
88.074,0.631,88.704
87.603,1.037,88.640
86.993,1.573,88.566
86.245,2.237,88.482
85.364,3.025,88.389
84.352,3.935,88.287
83.212,4.962,88.175
81.950,6.104,88.054
80.570,7.354,87.924
79.077,8.709,87.786
77.476,10.163,87.639
75.775,11.710,87.484
73.979,13.344,87.323
72.095,15.059,87.154
70.131,16.849,86.979
68.093,18.706,86.799
65.990,20.625,86.615
63.829,22.598,86.427
61.618,24.618,86.237
59.366,26.679,86.045
57.081,28.774,85.855
54.771,30.896,85.666
52.444,33.038,85.482
50.109,35.195,85.304
47.774,37.361,85.135
45.448,39.530,84.978
43.137,41.698,84.835
40.851,43.860,84.711
38.596,46.013,84.609
36.380,48.155,84.535
34.210,50.283,84.494
32.093,52.398,84.491
30.034,54.498,84.531
28.032,56.560,84.593
26.081,58.574,84.654
24.184,60.531,84.716
22.349,62.428,84.777
20.580,64.258,84.838
18.883,66.016,84.899
17.263,67.697,84.960
15.724,69.296,85.020
14.271,70.810,85.080
12.907,72.233,85.140
11.636,73.564,85.199
10.460,74.798,85.258
