Explicict Eueler,,
E_c,E_p,E_m
11.686,73.512,85.198
10.506,74.750,85.256
9.424,75.890,85.314
8.441,76.931,85.371
7.557,77.870,85.427
6.774,78.708,85.482
6.089,79.446,85.535
5.501,80.085,85.585
5.006,80.627,85.633
4.602,81.077,85.679
4.282,81.439,85.721
4.042,81.718,85.761
3.876,81.921,85.797
3.780,82.051,85.832
3.750,82.114,85.864
3.785,82.112,85.897
3.887,82.043,85.931
4.060,81.907,85.967
4.307,81.698,86.006
4.635,81.412,86.047
5.050,81.042,86.092
5.557,80.583,86.140
6.160,80.031,86.191
6.862,79.381,86.244
7.667,78.632,86.298
8.574,77.780,86.355
9.586,76.826,86.412
10.701,75.770,86.471
11.918,74.612,86.530
13.236,73.355,86.591
14.651,72.000,86.651
16.162,70.551,86.713
17.765,69.010,86.775
19.455,67.382,86.837
21.228,65.671,86.899
23.080,63.882,86.962
25.006,62.019,87.025
27.000,60.089,87.088
29.056,58.096,87.151
31.169,56.046,87.215
33.332,53.947,87.279
35.539,51.804,87.342
37.783,49.623,87.406
40.058,47.412,87.470
42.356,45.178,87.534
44.672,42.926,87.598
46.997,40.666,87.663
49.325,38.402,87.727
51.648,36.143,87.791
53.959,33.896,87.856
56.252,31.668,87.920
58.519,29.466,87.985
60.752,27.297,88.049
62.946,25.168,88.114
65.093,23.086,88.179
67.186,21.058,88.244
69.219,19.089,88.309
71.186,17.187,88.373
73.080,15.359,88.438
74.894,13.608,88.502
76.621,11.943,88.564
78.255,10.368,88.623
79.788,8.890,88.678
81.216,7.512,88.728
82.531,6.242,88.773
83.730,5.082,88.812
84.807,4.037,88.844
85.758,3.111,88.869
86.579,2.308,88.887
87.266,1.631,88.897
87.817,1.082,88.898
88.229,0.662,88.892
88.501,0.375,88.876
88.631,0.220,88.851
88.619,0.199,88.817
88.464,0.311,88.774
88.166,0.555,88.722
87.728,0.931,88.659
87.150,1.438,88.588
86.434,2.072,88.506
85.584,2.831,88.415
84.602,3.714,88.315
83.491,4.714,88.205
82.257,5.830,88.087
80.903,7.055,87.959
79.436,8.387,87.822
77.860,9.818,87.678
76.181,11.344,87.525
74.406,12.958,87.365
72.542,14.656,87.198
70.596,16.429,87.024
68.574,18.271,86.846
66.485,20.177,86.662
64.337,22.138,86.475
62.137,24.148,86.285
59.894,26.200,86.094
57.615,28.288,85.903
55.310,30.404,85.714
52.986,32.542,85.529
50.653,34.697,85.349
48.317,36.861,85.178
45.988,39.030,85.017
43.673,41.198,84.871
41.380,43.362,84.742
39.117,45.518,84.635
36.891,47.663,84.554
34.710,49.795,84.505
32.579,51.913,84.492
30.506,54.017,84.523
28.494,56.090,84.585
26.530,58.116,84.646
24.620,60.087,84.707
22.770,61.998,84.769
20.985,63.845,84.830
19.271,65.620,84.891
17.632,67.319,84.951
16.074,68.938,85.012
14.601,70.472,85.072
13.216,71.916,85.132
11.923,73.269,85.192
10.724,74.526,85.250
9.623,75.685,85.309
8.621,76.745,85.366
7.718,77.703,85.422
6.916,78.561,85.477
6.212,79.318,85.530
5.606,79.975,85.581
5.094,80.536,85.630
4.672,81.003,85.676
4.337,81.382,85.719
4.082,81.676,85.759
3.903,81.893,85.796
3.793,82.037,85.830
3.751,82.113,85.863
3.774,82.122,85.896
3.863,82.067,85.929
4.021,81.944,85.965
4.254,81.749,86.003
4.566,81.478,86.044
4.964,81.125,86.089
5.453,80.683,86.136
6.037,80.149,86.186
6.721,79.518,86.239
7.506,78.787,86.293
8.394,77.955,86.349
9.385,77.021,86.406
10.481,75.984,86.465
11.678,74.846,86.524
12.977,73.607,86.584
14.375,72.270,86.645
15.868,70.839,86.706
17.453,69.315,86.768
19.127,67.703,86.830
20.885,66.008,86.893
22.722,64.233,86.955
24.634,62.384,87.018
26.616,60.465,87.081
28.661,58.484,87.145
30.763,56.445,87.208
32.917,54.354,87.272
35.117,52.219,87.335
37.354,50.045,87.399
39.624,47.839,87.463
41.919,45.608,87.527
44.232,43.360,87.591
46.556,41.100,87.656
48.884,38.836,87.720
51.209,36.576,87.784
53.523,34.326,87.849
55.820,32.093,87.913
58.092,29.885,87.978
60.333,27.710,88.042
62.535,25.572,88.107
64.691,23.481,88.172
66.795,21.441,88.237
68.841,19.461,88.302
70.821,17.546,88.366
72.729,15.702,88.431
74.559,13.937,88.496
76.303,12.255,88.558
77.955,10.662,88.617
79.508,9.165,88.673
80.956,7.768,88.724
82.294,6.476,88.770
83.515,5.294,88.809
84.616,4.227,88.843
85.591,3.279,88.869
86.436,2.452,88.889
87.149,1.751,88.900
87.726,1.177,88.903
88.165,0.733,88.898
88.464,0.420,88.884
88.621,0.240,88.861
88.635,0.193,88.828
88.507,0.279,88.787
88.237,0.499,88.736
87.825,0.850,88.675
87.274,1.332,88.605
86.584,1.942,88.526
85.759,2.678,88.437
84.801,3.537,88.338
83.715,4.515,88.230
82.503,5.609,88.113
81.172,6.814,87.987
79.726,8.126,87.852
78.170,9.539,87.708
76.510,11.047,87.557
74.753,12.645,87.398
72.905,14.327,87.232
70.974,16.086,87.060
68.966,17.916,86.882
66.889,19.810,86.699
64.751,21.761,86.512
62.560,23.763,86.323
60.324,25.807,86.132
58.052,27.889,85.941
55.751,30.000,85.751
53.430,32.134,85.564
51.097,34.286,85.383
48.761,36.449,85.210
46.430,38.617,85.047
44.112,40.786,84.898
41.814,42.951,84.765
39.545,45.109,84.653
37.311,47.256,84.567
35.121,49.390,84.511
32.980,51.510,84.490
30.895,53.617,84.512
28.873,55.699,84.571
26.899,57.733,84.633
24.979,59.716,84.694
23.117,61.639,84.755
21.319,63.498,84.817
19.591,65.287,84.878
17.938,67.001,84.938
16.364,68.635,84.999
14.874,70.185,85.059
13.472,71.647,85.119
12.161,73.018,85.179
10.945,74.293,85.238
9.825,75.471,85.296
8.804,76.550,85.354
7.882,77.528,85.410
7.061,78.404,85.465
6.338,79.180,85.518
5.714,79.856,85.570
5.184,80.435,85.619
4.746,80.920,85.666
4.394,81.315,85.709
4.125,81.625,85.750
3.931,81.856,85.787
3.809,82.014,85.822
3.754,82.102,85.856
3.764,82.124,85.888
3.841,82.081,85.922
3.986,81.971,85.957
4.204,81.790,85.994
4.500,81.534,86.035
4.882,81.197,86.079
5.353,80.773,86.125
5.919,80.256,86.175
6.583,79.644,86.227
7.348,78.933,86.281
8.217,78.120,86.337
9.189,77.205,86.394
10.264,76.188,86.452
11.443,75.069,86.511
12.722,73.849,86.571
14.101,72.531,86.632
15.576,71.117,86.693
17.144,69.611,86.755
18.802,68.015,86.817
20.544,66.335,86.879
22.367,64.575,86.942
24.265,62.740,87.005
26.234,60.834,87.068
28.267,58.864,87.131
30.359,56.836,87.195
32.504,54.755,87.258
34.695,52.627,87.322
36.926,50.460,87.386
39.190,48.260,87.450
41.480,46.033,87.514
43.790,43.787,87.578
46.113,41.529,87.642
48.440,39.266,87.706
50.766,37.004,87.771
53.083,34.752,87.835
55.384,32.515,87.899
57.661,30.303,87.964
59.909,28.120,88.029
62.118,25.975,88.093
64.284,23.874,88.158
66.399,21.824,88.223
68.455,19.832,88.288
70.448,17.904,88.353
72.371,16.047,88.418
74.216,14.266,88.482
75.977,12.568,88.545
77.647,10.958,88.604
79.219,9.442,88.661
80.688,8.025,88.713
82.046,6.713,88.760
83.290,5.510,88.801
84.414,4.421,88.835
85.413,3.450,88.863
86.284,2.600,88.884
87.022,1.874,88.896
87.625,1.276,88.901
88.090,0.807,88.897
88.416,0.469,88.885
88.600,0.264,88.864
88.641,0.192,88.833
88.541,0.253,88.793
88.297,0.447,88.744
87.912,0.773,88.685
87.387,1.230,88.617
86.723,1.816,88.539
85.924,2.528,88.452
84.991,3.364,88.355
83.929,4.320,88.249
82.741,5.392,88.133
81.432,6.577,88.009
80.007,7.868,87.876
78.472,9.262,87.734
76.831,10.753,87.584
75.092,12.334,87.426
73.261,14.001,87.262
71.345,15.746,87.091
69.351,17.563,86.914
67.287,19.445,86.732
65.160,21.385,86.546
62.979,23.378,86.356
60.751,25.415,86.166
58.485,27.490,85.974
56.189,29.595,85.784
53.871,31.726,85.597
51.540,33.875,85.415
49.204,36.036,85.240
46.871,38.203,85.075
44.550,40.372,84.922
42.248,42.539,84.786
39.973,44.698,84.670
37.732,46.847,84.579
35.533,48.983,84.516
33.382,51.106,84.489
31.287,53.216,84.502
29.252,55.304,84.556
27.269,57.348,84.617
25.338,59.341,84.679
23.464,61.276,84.740
21.654,63.147,84.801
19.913,64.950,84.862
18.245,66.678,84.923
16.656,68.328,84.984
15.150,69.895,85.044
13.731,71.374,85.104
12.402,72.761,85.164
11.168,74.055,85.223
10.030,75.252,85.281
8.990,76.349,85.339
8.049,77.346,85.396
7.209,78.242,85.451
6.468,79.037,85.505
5.825,79.732,85.557
5.277,80.329,85.606
4.822,80.831,85.653
4.455,81.243,85.698
4.170,81.569,85.739
3.962,81.814,85.777
3.827,81.985,85.812
3.759,82.086,85.846
3.757,82.121,85.878
3.821,82.090,85.911
3.953,81.993,85.946
4.156,81.827,85.983
4.438,81.585,86.023
4.803,81.264,86.066
5.256,80.856,86.113
5.804,80.358,86.162
6.449,79.764,86.213
7.195,79.072,86.267
8.044,78.279,86.322
8.996,77.383,86.379
10.052,76.385,86.437
11.211,75.285,86.496
12.471,74.085,86.556
13.831,72.785,86.617
15.288,71.389,86.678
16.839,69.900,86.739
18.479,68.322,86.801
20.206,66.658,86.863
22.014,64.912,86.926
23.898,63.091,86.989
25.854,61.198,87.052
27.875,59.240,87.115
29.956,57.223,87.179
32.091,55.151,87.242
34.274,53.032,87.306
36.498,50.872,87.370
38.756,48.678,87.434
41.042,46.456,87.498
43.349,44.213,87.562
45.669,41.957,87.626
47.996,39.694,87.690
50.323,37.432,87.754
52.642,35.177,87.819
54.946,32.937,87.883
57.229,30.719,87.948
59.482,28.531,88.012
61.699,26.378,88.077
63.874,24.268,88.142
65.998,22.208,88.207
68.067,20.205,88.271
70.072,18.264,88.336
72.008,16.393,88.401
73.869,14.597,88.466
75.646,12.883,88.529
77.334,11.256,88.589
78.925,9.722,88.646
80.413,8.286,88.699
81.793,6.954,88.747
83.059,5.730,88.789
84.206,4.619,88.825
85.229,3.625,88.854
86.125,2.752,88.876
86.888,2.002,88.891
87.517,1.380,88.897
88.009,0.886,88.895
88.361,0.523,88.884
88.572,0.293,88.865
88.641,0.195,88.836
88.567,0.231,88.798
88.351,0.400,88.750
87.993,0.701,88.694
87.494,1.133,88.627
86.857,1.695,88.551
86.083,2.383,88.466
85.175,3.196,88.371
84.137,4.129,88.266
82.973,5.180,88.152
81.687,6.343,88.030
80.284,7.614,87.898
78.769,8.989,87.758
77.148,10.462,87.610
75.427,12.026,87.454
73.613,13.677,87.290
71.713,15.407,87.120
69.733,17.211,86.945
67.682,19.081,86.763
65.567,21.011,86.578
63.395,22.994,86.390
61.176,25.023,86.199
58.916,27.091,86.008
56.625,29.192,85.817
54.311,31.318,85.629
51.982,33.464,85.446
49.647,35.623,85.270
47.313,37.790,85.103
44.989,39.959,84.948
42.683,42.126,84.808
40.402,44.286,84.688
38.154,46.438,84.592
35.947,48.577,84.524
33.787,50.702,84.489
31.680,52.814,84.494
29.633,54.909,84.542
27.641,56.962,84.604
25.700,58.965,84.665
23.815,60.911,84.726
21.993,62.795,84.787
20.238,64.611,84.849
18.555,66.354,84.909
16.951,68.019,84.970
15.429,69.602,85.031
13.993,71.098,85.091
12.647,72.503,85.150
11.395,73.815,85.210
10.238,75.030,85.268
9.180,76.146,85.326
8.220,77.162,85.383
7.361,78.077,85.438
6.601,78.891,85.492
5.939,79.605,85.545
5.374,80.221,85.595
4.902,80.741,85.642
4.518,81.169,85.687
4.218,81.511,85.729
3.996,81.771,85.768
3.847,81.956,85.803
3.767,82.070,85.837
3.753,82.117,85.870
3.804,82.099,85.903
3.922,82.015,85.937
4.112,81.862,85.974
4.378,81.635,86.013
4.726,81.329,86.056
5.163,80.939,86.101
5.692,80.458,86.150
6.319,79.882,86.201
7.045,79.209,86.254
7.874,78.435,86.309
8.807,77.559,86.366
9.843,76.581,86.424
10.982,75.500,86.483
12.224,74.319,86.542
13.565,73.038,86.603
15.004,71.660,86.664
16.537,70.189,86.725
18.160,68.627,86.787
19.871,66.979,86.849
21.663,65.248,86.912
23.534,63.441,86.975
25.476,61.562,87.038
27.485,59.616,87.101
29.555,57.609,87.164
31.681,55.547,87.228
33.855,53.437,87.292
36.071,51.284,87.355
38.323,49.096,87.419
40.604,46.879,87.483
42.908,44.640,87.547
45.226,42.385,87.611
47.552,40.123,87.676
49.880,37.860,87.740
52.201,35.604,87.804
54.508,33.361,87.869
56.795,31.138,87.933
59.055,28.943,87.998
61.279,26.783,88.063
63.462,24.665,88.127
65.597,22.595,88.192
67.676,20.581,88.257
69.694,18.628,88.322
71.644,16.743,88.387
73.519,14.932,88.452
75.313,13.202,88.515
77.018,11.558,88.576
78.628,10.006,88.634
80.137,8.551,88.688
81.538,7.199,88.737
82.826,5.954,88.780
83.996,4.821,88.817
85.043,3.805,88.848
85.963,2.908,88.871
86.752,2.135,88.887
87.407,1.488,88.895
87.925,0.970,88.894
88.304,0.582,88.885
88.541,0.326,88.868
88.637,0.203,88.841
88.591,0.214,88.804
88.402,0.357,88.759
88.071,0.633,88.704
87.599,1.041,88.639
86.988,1.578,88.565
86.239,2.242,88.482
85.357,3.031,88.388
84.344,3.942,88.286
83.203,4.971,88.174
81.940,6.113,88.053
80.559,7.364,87.923
79.065,8.720,87.785
77.464,10.174,87.638
75.762,11.722,87.483
73.965,13.356,87.321
72.081,15.072,87.153
70.116,16.862,86.978
68.077,18.720,86.798
65.974,20.640,86.613
63.812,22.613,86.425
61.601,24.634,86.235
59.349,26.695,86.044
57.063,28.790,85.853
54.753,30.912,85.665
52.426,33.054,85.481
50.092,35.211,85.303
47.757,37.377,85.134
45.430,39.546,84.976
43.120,41.714,84.834
40.834,43.876,84.710
38.579,46.029,84.609
36.364,48.171,84.535
34.194,50.299,84.493
32.077,52.414,84.491
30.018,54.513,84.532
28.018,56.576,84.593
26.066,58.589,84.655
24.170,60.546,84.716
22.335,62.442,84.777
20.567,64.272,84.838
18.870,66.029,84.899
17.251,67.709,84.960
15.713,69.308,85.020
14.260,70.821,85.081
12.897,72.243,85.140
11.626,73.573,85.200
10.451,74.807,85.258
9.374,75.942,85.316
8.395,76.978,85.373
7.517,77.912,85.429
6.738,78.745,85.483
6.058,79.478,85.536
5.474,80.112,85.587
4.985,80.650,85.635
4.584,81.096,85.680
4.269,81.454,85.722
4.033,81.729,85.762
3.870,81.928,85.798
3.777,82.055,85.832
3.750,82.115,85.865
3.789,82.109,85.898
3.894,82.037,85.932
4.070,81.898,85.968
4.321,81.685,86.007
4.653,81.395,86.049
5.073,81.021,86.094
5.584,80.558,86.142
6.192,80.001,86.192
6.899,79.346,86.245
7.708,78.592,86.300
8.621,77.735,86.356
9.638,76.776,86.414
10.758,75.715,86.473
11.980,74.553,86.532
13.302,73.290,86.592
14.722,71.931,86.653
16.238,70.477,86.715
17.845,68.932,86.777
19.539,67.300,86.839
21.316,65.585,86.901
23.172,63.792,86.964
25.101,61.926,87.027
27.098,59.992,87.090
29.157,57.997,87.154
31.272,55.945,87.217
33.438,53.843,87.281
35.646,51.698,87.344
37.892,49.516,87.408
40.169,47.304,87.472
42.468,45.068,87.536
44.784,42.816,87.601
47.110,40.555,87.665
49.437,38.292,87.729
51.760,36.033,87.793
54.071,33.787,87.858
56.362,31.560,87.922
58.628,29.359,87.987
60.859,27.192,88.052
63.051,25.065,88.116
65.195,22.986,88.181
67.286,20.960,88.246
69.316,18.995,88.311
71.279,17.097,88.376
73.169,15.271,88.441
74.979,13.525,88.505
76.702,11.864,88.566
78.331,10.294,88.625
79.859,8.820,88.680
81.281,7.448,88.729
82.592,6.182,88.774
83.784,5.028,88.813
84.855,3.989,88.844
85.800,3.069,88.869
86.614,2.272,88.887
87.295,1.601,88.896
87.839,1.058,88.897
88.245,0.645,88.890
88.510,0.364,88.874
88.633,0.216,88.849
88.614,0.201,88.815
88.452,0.319,88.771
88.148,0.570,88.718
87.702,0.953,88.655
87.118,1.465,88.583
86.395,2.106,88.501
85.538,2.871,88.410
84.550,3.759,88.309
83.433,4.766,88.199
82.193,5.887,88.080
80.834,7.118,87.952
79.361,8.454,87.815
77.780,9.890,87.670
76.097,11.420,87.517
74.317,13.039,87.356
72.449,14.740,87.189
70.499,16.517,87.015
68.474,18.362,86.836
66.382,20.271,86.653
64.231,22.234,86.465
62.029,24.247,86.275
59.784,26.301,86.084
57.504,28.390,85.894
55.197,30.507,85.705
52.873,32.646,85.519
50.539,34.801,85.340
48.203,36.966,85.169
45.875,39.135,85.010
43.561,41.303,84.864
41.269,43.467,84.736
39.008,45.622,84.630
36.784,47.767,84.551
34.605,49.898,84.503
32.477,52.015,84.492
30.407,54.118,84.526
28.397,56.190,84.587
26.436,58.212,84.648
24.529,60.181,84.710
22.681,62.090,84.771
20.900,63.932,84.832
19.189,65.704,84.893
17.555,67.399,84.954
16.000,69.014,85.014
14.531,70.544,85.075
13.151,71.984,85.135
11.862,73.332,85.194
10.669,74.584,85.253
9.572,75.739,85.311
8.575,76.793,85.368
7.677,77.747,85.424
6.879,78.600,85.479
6.180,79.352,85.532
5.579,80.004,85.583
5.071,80.560,85.631
4.654,81.023,85.677
4.323,81.397,85.720
4.072,81.688,85.760
3.896,81.901,85.797
3.790,82.042,85.831
3.750,82.114,85.864
3.776,82.121,85.897
3.869,82.062,85.931
4.031,81.935,85.966
4.267,81.737,86.005
4.584,81.462,86.046
4.986,81.105,86.091
5.479,80.659,86.138
6.068,80.120,86.188
6.756,79.484,86.241
7.546,78.749,86.295
8.439,77.912,86.351
9.436,76.972,86.409
10.536,75.931,86.467
11.739,74.787,86.527
13.043,73.544,86.587
14.445,72.203,86.647
15.943,70.766,86.709
17.532,69.238,86.771
19.210,67.622,86.833
20.972,65.923,86.895
22.814,64.144,86.958
24.729,62.292,87.021
26.714,60.370,87.084
28.762,58.386,87.147
30.867,56.344,87.211
33.023,54.251,87.274
35.224,52.114,87.338
37.464,49.938,87.402
39.735,47.731,87.466
42.031,45.499,87.530
44.345,43.249,87.594
46.669,40.989,87.658
48.997,38.726,87.723
51.321,36.466,87.787
53.635,34.216,87.851
55.931,31.985,87.916
58.202,29.779,87.980
60.441,27.604,88.045
62.641,25.469,88.110
64.795,23.380,88.175
66.896,21.343,88.239
68.938,19.366,88.304
70.915,17.454,88.369
72.820,15.614,88.434
74.645,13.853,88.498
76.385,12.175,88.560
78.033,10.587,88.620
79.581,9.094,88.675
81.024,7.702,88.726
82.355,6.416,88.771
83.571,5.240,88.811
84.666,4.178,88.844
85.634,3.236,88.870
86.474,2.415,88.889
87.180,1.720,88.900
87.751,1.152,88.903
88.183,0.714,88.897
88.474,0.408,88.882
88.625,0.234,88.859
88.632,0.194,88.826
88.497,0.287,88.784
88.220,0.513,88.733
87.802,0.870,88.672
87.243,1.358,88.602
86.547,1.975,88.521
85.715,2.717,88.432
84.751,3.582,88.333
83.659,4.566,88.224
82.442,5.665,88.107
81.104,6.876,87.980
79.653,8.192,87.845
78.091,9.610,87.701
76.427,11.123,87.549
74.665,12.725,87.390
72.813,14.411,87.224
70.878,16.174,87.051
68.866,18.007,86.873
66.787,19.904,86.690
64.646,21.857,86.503
62.453,23.861,86.314
60.215,25.908,86.123
57.941,27.991,85.932
55.639,30.103,85.742
53.317,32.239,85.556
50.984,34.391,85.375
48.648,36.554,85.202
46.317,38.723,85.040
44.000,40.892,84.891
41.703,43.056,84.760
39.436,45.214,84.649
37.204,47.360,84.564
35.016,49.493,84.509
32.878,51.613,84.491
30.796,53.719,84.515
28.776,55.799,84.575
26.805,57.831,84.637
24.887,59.811,84.698
23.028,61.731,84.759
21.234,63.587,84.821
19.509,65.372,84.882
17.860,67.083,84.942
16.290,68.713,85.003
14.804,70.259,85.063
13.406,71.717,85.123
12.100,73.083,85.183
10.888,74.353,85.242
9.773,75.527,85.300
8.757,76.600,85.357
7.840,77.573,85.414
7.023,78.445,85.469
6.306,79.216,85.522
5.686,79.888,85.573
5.161,80.462,85.622
4.727,80.942,85.669
4.380,81.333,85.712
4.114,81.639,85.753
3.924,81.867,85.790
3.805,82.020,85.825
3.753,82.106,85.858
3.766,82.125,85.891
3.846,82.078,85.924
3.994,81.965,85.959
4.216,81.781,85.997
4.517,81.521,86.038
4.902,81.179,86.082
5.378,80.751,86.129
5.949,80.230,86.179
6.618,79.613,86.231
7.388,78.897,86.285
8.261,78.079,86.340
9.238,77.159,86.398
10.319,76.137,86.456
11.503,75.013,86.515
12.787,73.788,86.575
14.171,72.465,86.636
15.650,71.047,86.697
17.223,69.536,86.759
18.884,67.937,86.821
20.631,66.253,86.883
22.457,64.489,86.946
24.359,62.650,87.009
26.331,60.741,87.072
28.367,58.768,87.135
30.462,56.737,87.199
32.609,54.653,87.262
34.802,52.524,87.326
37.035,50.355,87.390
39.301,48.153,87.454
41.592,45.925,87.518
43.903,43.679,87.582
46.226,41.420,87.646
48.554,39.157,87.710
50.880,36.895,87.775
53.196,34.643,87.839
55.496,32.408,87.904
57.772,30.196,87.968
60.017,28.015,88.033
62.225,25.872,88.098
64.389,23.774,88.162
66.500,21.727,88.227
68.554,19.737,88.292
70.544,17.813,88.357
72.463,15.959,88.422
74.304,14.182,88.486
76.061,12.488,88.549
77.726,10.882,88.608
79.294,9.371,88.665
80.757,7.959,88.716
82.110,6.652,88.763
83.349,5.455,88.804
84.466,4.372,88.838
85.459,3.406,88.865
86.324,2.562,88.886
87.056,1.842,88.898
87.652,1.250,88.902
88.111,0.788,88.898
88.429,0.456,88.885
88.606,0.257,88.863
88.641,0.192,88.833
88.533,0.259,88.792
88.283,0.460,88.743
87.891,0.792,88.683
87.359,1.256,88.615
86.689,1.848,88.536
85.883,2.566,88.449
84.944,3.408,88.351
83.875,4.370,88.245
82.681,5.447,88.129
81.367,6.637,88.004
79.936,7.934,87.870
78.395,9.332,87.728
76.750,10.828,87.578
75.006,12.413,87.420
73.171,14.084,87.255
71.251,15.832,87.083
69.253,17.653,86.906
67.186,19.538,86.724
65.056,21.481,86.538
62.872,23.476,86.348
60.642,25.515,86.157
58.375,27.591,85.966
56.077,29.699,85.776
53.759,31.830,85.589
51.427,33.980,85.407
49.091,36.141,85.232
46.759,38.309,85.068
44.438,40.478,84.916
42.137,42.644,84.781
39.863,44.803,84.666
37.625,46.951,84.576
35.428,49.087,84.515
33.280,51.210,84.489
31.187,53.318,84.505
29.155,55.405,84.560
27.174,57.447,84.621
25.246,59.437,84.683
23.375,61.369,84.744
21.568,63.237,84.805
19.830,65.036,84.866
18.166,66.761,84.927
16.581,68.407,84.988
15.079,69.969,85.048
13.664,71.444,85.108
12.340,72.827,85.168
11.111,74.116,85.227
9.977,75.308,85.285
8.942,76.401,85.343
8.006,77.393,85.399
7.171,78.284,85.455
6.434,79.074,85.508
5.796,79.764,85.560
5.253,80.357,85.610
4.802,80.854,85.657
4.439,81.262,85.701
4.158,81.584,85.742
3.954,81.825,85.780
3.822,81.993,85.815
3.758,82.091,85.848
3.759,82.122,85.881
3.826,82.088,85.914
3.961,81.988,85.949
4.168,81.818,85.986
4.453,81.573,86.026
4.822,81.247,86.070
5.281,80.835,86.116
5.833,80.332,86.165
6.483,79.734,86.217
7.234,79.037,86.271
8.087,78.239,86.326
9.045,77.338,86.383
10.106,76.335,86.441
11.270,75.230,86.500
12.535,74.025,86.560
13.900,72.721,86.621
15.362,71.320,86.682
16.917,69.827,86.743
18.561,68.244,86.805
20.292,66.576,86.868
22.104,64.827,86.930
23.992,63.002,86.993
25.950,61.106,87.056
27.975,59.145,87.119
30.059,57.124,87.183
32.196,55.050,87.246
34.381,52.929,87.310
36.607,50.767,87.374
38.867,48.571,87.438
41.154,46.348,87.502
43.461,44.104,87.566
45.782,41.848,87.630
48.110,39.585,87.694
50.436,37.322,87.759
52.755,35.068,87.823
55.058,32.829,87.888
57.339,30.613,87.952
59.591,28.426,88.017
61.806,26.275,88.081
63.979,24.167,88.146
66.101,22.110,88.211
68.166,20.110,88.276
70.168,18.172,88.341
72.101,16.304,88.406
73.958,14.512,88.470
75.731,12.802,88.533
77.414,11.179,88.593
79.000,9.650,88.650
80.484,8.219,88.703
81.858,6.892,88.750
83.119,5.674,88.792
84.260,4.568,88.828
85.277,3.580,88.857
86.166,2.713,88.878
86.923,1.969,88.892
87.545,1.353,88.898
88.030,0.865,88.896
88.375,0.509,88.884
88.579,0.285,88.864
88.641,0.194,88.835
88.561,0.236,88.797
88.338,0.411,88.749
87.973,0.719,88.692
87.467,1.157,88.625
86.823,1.725,88.548
86.042,2.420,88.462
85.128,3.238,88.367
84.084,4.177,88.262
82.914,5.234,88.148
81.622,6.402,88.024
80.213,7.679,87.892
78.693,9.059,87.752
77.067,10.536,87.603
75.342,12.105,87.447
73.524,13.759,87.283
71.619,15.494,87.113
69.636,17.301,86.937
67.581,19.174,86.755
65.463,21.107,86.570
63.289,23.092,86.381
61.067,25.123,86.190
58.806,27.193,85.999
56.514,29.295,85.809
54.199,31.422,85.621
51.869,33.569,85.438
49.534,35.728,85.262
47.200,37.895,85.095
44.877,40.064,84.941
42.571,42.231,84.803
40.292,44.391,84.684
38.046,46.542,84.588
35.841,48.681,84.521
33.683,50.806,84.489
31.579,52.917,84.496
29.536,55.010,84.545
27.546,57.061,84.607
25.607,59.061,84.668
23.725,61.004,84.730
21.906,62.885,84.791
20.154,64.698,84.852
18.476,66.437,84.913
16.875,68.098,84.973
15.357,69.677,85.034
13.926,71.168,85.094
12.585,72.569,85.154
11.337,73.876,85.213
10.185,75.087,85.271
9.131,76.198,85.329
8.176,77.209,85.386
7.322,78.120,85.441
6.566,78.929,85.495
5.910,79.638,85.547
5.349,80.248,85.597
4.881,80.764,85.645
4.501,81.188,85.690
4.205,81.526,85.731
3.987,81.782,85.770
3.842,81.964,85.805
3.765,82.074,85.839
3.754,82.118,85.872
3.808,82.097,85.905
3.930,82.009,85.939
4.123,81.853,85.976
4.393,81.622,86.015
4.746,81.312,86.058
5.186,80.918,86.104
5.720,80.432,86.153
6.352,79.852,86.204
7.083,79.174,86.257
7.917,78.395,86.312
8.855,77.514,86.369
9.896,76.531,86.427
11.040,75.445,86.486
12.287,74.259,86.546
13.633,72.973,86.606
15.076,71.591,86.667
16.614,70.115,86.729
18.242,68.549,86.790
19.956,66.897,86.853
21.753,65.163,86.915
23.626,63.352,86.978
25.572,61.469,87.041
27.584,59.520,87.104
29.657,57.510,87.168
31.785,55.446,87.231
33.961,53.333,87.295
36.180,51.179,87.359
38.434,48.989,87.423
40.716,46.771,87.487
43.020,44.531,87.551
45.339,42.276,87.615
47.666,40.013,87.679
49.993,37.751,87.743
52.313,35.495,87.808
54.620,33.252,87.872
56.906,31.031,87.937
59.164,28.838,88.001
61.386,26.680,88.066
63.567,24.563,88.131
65.699,22.496,88.196
67.776,20.484,88.260
69.791,18.535,88.325
71.737,16.653,88.390
73.608,14.846,88.455
75.398,13.120,88.518
77.099,11.480,88.579
78.704,9.933,88.637
80.208,8.483,88.690
81.603,7.136,88.739
82.886,5.896,88.782
84.050,4.769,88.819
85.091,3.758,88.849
86.004,2.868,88.872
86.787,2.101,88.888
87.435,1.460,88.895
87.946,0.948,88.894
88.318,0.566,88.885
88.549,0.317,88.866
88.638,0.201,88.839
88.585,0.217,88.802
88.389,0.368,88.756
88.051,0.650,88.701
87.572,1.064,88.636
86.954,1.607,88.561
86.199,2.278,88.477
85.311,3.073,88.384
84.291,3.989,88.280
83.144,5.024,88.168
81.875,6.171,88.047
80.489,7.428,87.916
78.989,8.788,87.777
77.383,10.247,87.630
75.676,11.799,87.475
73.875,13.438,87.313
71.987,15.157,87.144
70.018,16.951,86.969
